month,city,sales_channel,category_l1,category_l2,customer_type,promotion_type,paying_customers,paid_orders,units_sold,gmv
2024-09,云岭市,第三方平台,小家电,生活电器,新客户,优惠券,17,19,21,3401.16
2024-09,云岭市,第三方平台,小家电,生活电器,新客户,平台大促,9,10,11,1627.01
2024-09,云岭市,第三方平台,小家电,生活电器,新客户,会员优惠,10,11,12,1884.72
2024-09,云岭市,第三方平台,小家电,厨房小电,老客户,无促销,58,77,88,19627.52
2024-09,云岭市,第三方平台,小家电,厨房小电,老客户,优惠券,17,23,25,5204.50
2024-09,云岭市,第三方平台,小家电,厨房小电,老客户,平台大促,10,13,15,2817.45
2024-09,云岭市,第三方平台,小家电,厨房小电,老客户,会员优惠,17,23,25,5074.25
2024-09,云岭市,第三方平台,小家电,生活电器,老客户,无促销,51,68,75,12939.75
2024-09,云岭市,第三方平台,小家电,生活电器,老客户,优惠券,15,19,21,3401.16
2024-09,云岭市,第三方平台,小家电,生活电器,老客户,平台大促,9,12,13,1922.83
2024-09,云岭市,第三方平台,小家电,生活电器,老客户,会员优惠,15,19,22,3455.32
2024-09,东澜市,自营App,厨房用品,烹饪器具,新客户,无促销,325,357,499,34351.16
2024-09,东澜市,自营App,厨房用品,烹饪器具,新客户,优惠券,96,107,154,9989.98
2024-09,东澜市,自营App,厨房用品,烹饪器具,新客户,平台大促,53,59,83,4766.69
2024-09,东澜市,自营App,厨房用品,烹饪器具,新客户,会员优惠,59,66,94,5938.92
2024-09,东澜市,自营App,厨房用品,餐厨工具,新客户,无促销,288,318,459,15124.05
2024-09,东澜市,自营App,厨房用品,餐厨工具,新客户,优惠券,85,95,133,4060.49
2024-09,东澜市,自营App,厨房用品,餐厨工具,新客户,平台大促,47,51,73,2041.81
2024-09,东澜市,自营App,厨房用品,餐厨工具,新客户,会员优惠,52,58,81,2443.77
2024-09,东澜市,自营App,厨房用品,烹饪器具,老客户,无促销,261,341,493,33938.12
2024-09,东澜市,自营App,厨房用品,烹饪器具,老客户,优惠券,77,101,145,9406.15
2024-09,东澜市,自营App,厨房用品,烹饪器具,老客户,平台大促,43,57,81,4651.83
2024-09,东澜市,自营App,厨房用品,烹饪器具,老客户,会员优惠,78,103,146,9224.28
2024-09,东澜市,自营App,厨房用品,餐厨工具,老客户,无促销,231,300,433,14267.35
2024-09,东澜市,自营App,厨房用品,餐厨工具,老客户,优惠券,68,88,124,3785.72
2024-09,东澜市,自营App,厨房用品,餐厨工具,老客户,平台大促,38,49,70,1957.90
2024-09,东澜市,自营App,厨房用品,餐厨工具,老客户,会员优惠,69,89,125,3771.25
2024-09,东澜市,自营App,收纳用品,衣物收纳,新客户,无促销,251,278,427,17733.31
2024-09,东澜市,自营App,收纳用品,衣物收纳,新客户,优惠券,74,83,127,4918.71
2024-09,东澜市,自营App,收纳用品,衣物收纳,新客户,平台大促,41,46,71,2518.37
2024-09,东澜市,自营App,收纳用品,衣物收纳,新客户,会员优惠,45,49,76,2886.48
2024-09,东澜市,自营App,收纳用品,空间整理,新客户,无促销,222,241,373,20906.65
2024-09,东澜市,自营App,收纳用品,空间整理,新客户,优惠券,66,73,113,5925.72
2024-09,东澜市,自营App,收纳用品,空间整理,新客户,平台大促,36,40,62,2915.86
2024-09,东澜市,自营App,收纳用品,空间整理,新客户,会员优惠,40,45,69,3491.40
2024-09,东澜市,自营App,收纳用品,衣物收纳,老客户,无促销,208,277,431,17899.43
2024-09,东澜市,自营App,收纳用品,衣物收纳,老客户,优惠券,62,81,124,4802.52
2024-09,东澜市,自营App,收纳用品,衣物收纳,老客户,平台大促,34,45,70,2482.90
2024-09,东澜市,自营App,收纳用品,衣物收纳,老客户,会员优惠,62,82,128,4861.44
2024-09,东澜市,自营App,收纳用品,空间整理,老客户,无促销,185,244,382,21411.10
2024-09,东澜市,自营App,收纳用品,空间整理,老客户,优惠券,55,73,112,5873.28
2024-09,东澜市,自营App,收纳用品,空间整理,老客户,平台大促,30,39,61,2868.83
2024-09,东澜市,自营App,收纳用品,空间整理,老客户,会员优惠,55,72,112,5667.20
2024-09,东澜市,自营App,清洁用品,清洁工具,新客户,无促销,288,313,517,19583.96
2024-09,东澜市,自营App,清洁用品,清洁工具,新客户,优惠券,85,92,156,5522.40
2024-09,东澜市,自营App,清洁用品,清洁工具,新客户,平台大促,47,51,86,2770.92
2024-09,东澜市,自营App,清洁用品,清洁工具,新客户,会员优惠,52,57,95,3246.15
2024-09,东澜市,自营App,清洁用品,家居耗材,新客户,无促销,255,282,469,11734.38
2024-09,东澜市,自营App,清洁用品,家居耗材,新客户,优惠券,75,83,139,3244.26
2024-09,东澜市,自营App,清洁用品,家居耗材,新客户,平台大促,42,46,78,1653.60
2024-09,东澜市,自营App,清洁用品,家居耗材,新客户,会员优惠,46,51,86,1964.24
2024-09,东澜市,自营App,清洁用品,清洁工具,老客户,无促销,250,323,548,20758.24
2024-09,东澜市,自营App,清洁用品,清洁工具,老客户,优惠券,74,98,164,5805.60
2024-09,东澜市,自营App,清洁用品,清洁工具,老客户,平台大促,41,54,92,2964.24
2024-09,东澜市,自营App,清洁用品,清洁工具,老客户,会员优惠,74,98,163,5569.71
2024-09,东澜市,自营App,清洁用品,家居耗材,老客户,无促销,222,289,477,11934.54
2024-09,东澜市,自营App,清洁用品,家居耗材,老客户,优惠券,65,84,140,3267.60
2024-09,东澜市,自营App,清洁用品,家居耗材,老客户,平台大促,36,46,78,1653.60
2024-09,东澜市,自营App,清洁用品,家居耗材,老客户,会员优惠,66,85,140,3197.60
2024-09,东澜市,自营App,小家电,厨房小电,新客户,无促销,210,233,264,57573.12
2024-09,东澜市,自营App,小家电,厨房小电,新客户,优惠券,62,67,74,14963.54
2024-09,东澜市,自营App,小家电,厨房小电,新客户,平台大促,34,37,42,7717.08
2024-09,东澜市,自营App,小家电,厨房小电,新客户,会员优惠,38,42,47,9475.20
2024-09,东澜市,自营App,小家电,生活电器,新客户,无促销,186,204,227,38024.77
2024-09,东澜市,自营App,小家电,生活电器,新客户,优惠券,55,60,68,10768.48
2024-09,东澜市,自营App,小家电,生活电器,新客户,平台大促,31,35,40,5641.60
2024-09,东澜市,自营App,小家电,生活电器,新客户,会员优惠,34,38,42,6460.86
2024-09,东澜市,自营App,小家电,厨房小电,老客户,无促销,184,238,267,58227.36
2024-09,东澜市,自营App,小家电,厨房小电,老客户,优惠券,54,70,78,15772.38
2024-09,东澜市,自营App,小家电,厨房小电,老客户,平台大促,30,40,45,8268.30
2024-09,东澜市,自营App,小家电,厨房小电,老客户,会员优惠,55,72,81,16329.60
2024-09,东澜市,自营App,小家电,生活电器,老客户,无促销,163,216,238,39867.38
2024-09,东澜市,自营App,小家电,生活电器,老客户,优惠券,48,62,69,10926.84
2024-09,东澜市,自营App,小家电,生活电器,老客户,平台大促,27,35,39,5500.56
2024-09,东澜市,自营App,小家电,生活电器,老客户,会员优惠,48,63,71,10921.93
2024-09,东澜市,自营小程序,厨房用品,烹饪器具,新客户,无促销,196,212,298,20335.52
2024-09,东澜市,自营小程序,厨房用品,烹饪器具,新客户,优惠券,58,63,88,5491.20
2024-09,东澜市,自营小程序,厨房用品,烹饪器具,新客户,平台大促,32,36,51,2925.87
2024-09,东澜市,自营小程序,厨房用品,烹饪器具,新客户,会员优惠,36,39,56,3423.28
2024-09,东澜市,自营小程序,厨房用品,餐厨工具,新客户,无促销,174,193,271,8680.13
2024-09,东澜市,自营小程序,厨房用品,餐厨工具,新客户,优惠券,51,55,78,2320.50
2024-09,东澜市,自营小程序,厨房用品,餐厨工具,新客户,平台大促,29,31,45,1211.85
2024-09,东澜市,自营小程序,厨房用品,餐厨工具,新客户,会员优惠,31,35,50,1466.00
2024-09,东澜市,自营小程序,厨房用品,烹饪器具,老客户,无促销,176,227,323,22041.52
2024-09,东澜市,自营小程序,厨房用品,烹饪器具,老客户,优惠券,52,69,97,6052.80
2024-09,东澜市,自营小程序,厨房用品,烹饪器具,老客户,平台大促,29,37,53,3040.61
2024-09,东澜市,自营小程序,厨房用品,烹饪器具,老客户,会员优惠,52,67,95,5807.35
2024-09,东澜市,自营小程序,厨房用品,餐厨工具,老客户,无促销,156,207,291,9320.73
2024-09,东澜市,自营小程序,厨房用品,餐厨工具,老客户,优惠券,46,60,86,2558.50
2024-09,东澜市,自营小程序,厨房用品,餐厨工具,老客户,平台大促,26,34,48,1292.64
2024-09,东澜市,自营小程序,厨房用品,餐厨工具,老客户,会员优惠,46,60,85,2492.20
2024-09,东澜市,自营小程序,收纳用品,衣物收纳,新客户,无促销,160,173,270,11078.10
2024-09,东澜市,自营小程序,收纳用品,衣物收纳,新客户,优惠券,47,53,83,3176.41
2024-09,东澜市,自营小程序,收纳用品,衣物收纳,新客户,平台大促,26,29,45,1557.90
2024-09,东澜市,自营小程序,收纳用品,衣物收纳,新客户,会员优惠,29,31,48,1794.24
2024-09,东澜市,自营小程序,收纳用品,空间整理,新客户,无促销,142,156,243,13396.59
2024-09,东澜市,自营小程序,收纳用品,空间整理,新客户,优惠券,42,45,69,3542.46
2024-09,东澜市,自营小程序,收纳用品,空间整理,新客户,平台大促,23,25,38,1771.18
2024-09,东澜市,自营小程序,收纳用品,空间整理,新客户,会员优惠,25,27,42,2098.32
2024-09,东澜市,自营小程序,收纳用品,衣物收纳,老客户,无促销,142,186,290,11898.70
2024-09,东澜市,自营小程序,收纳用品,衣物收纳,老客户,优惠券,42,54,83,3176.41
2024-09,东澜市,自营小程序,收纳用品,衣物收纳,老客户,平台大促,23,31,48,1661.76
2024-09,东澜市,自营小程序,收纳用品,衣物收纳,老客户,会员优惠,42,56,87,3252.06
2024-09,东澜市,自营小程序,收纳用品,空间整理,老客户,无促销,126,164,254,14003.02
2024-09,东澜市,自营小程序,收纳用品,空间整理,老客户,优惠券,37,48,75,3850.50
2024-09,东澜市,自营小程序,收纳用品,空间整理,老客户,平台大促,21,27,41,1911.01
2024-09,东澜市,自营小程序,收纳用品,空间整理,老客户,会员优惠,37,49,75,3747.00
2024-09,东澜市,自营小程序,清洁用品,清洁工具,新客户,无促销,187,205,347,13036.79
2024-09,东澜市,自营小程序,清洁用品,清洁工具,新客户,优惠券,55,61,102,3541.44
2024-09,东澜市,自营小程序,清洁用品,清洁工具,新客户,平台大促,31,35,58,1815.98
2024-09,东澜市,自营小程序,清洁用品,清洁工具,新客户,会员优惠,34,37,62,2077.00
2024-09,东澜市,自营小程序,清洁用品,家居耗材,新客户,无促销,166,181,308,7549.08
2024-09,东澜市,自营小程序,清洁用品,家居耗材,新客户,优惠券,49,53,88,2015.20
2024-09,东澜市,自营小程序,清洁用品,家居耗材,新客户,平台大促,27,30,50,1036.50
2024-09,东澜市,自营小程序,清洁用品,家居耗材,新客户,会员优惠,30,33,56,1234.80
2024-09,东澜市,自营小程序,清洁用品,清洁工具,老客户,无促销,161,214,356,13374.92
2024-09,东澜市,自营小程序,清洁用品,清洁工具,老客户,优惠券,48,62,103,3576.16
2024-09,东澜市,自营小程序,清洁用品,清洁工具,老客户,平台大促,26,34,57,1784.67
2024-09,东澜市,自营小程序,清洁用品,清洁工具,老客户,会员优惠,48,64,107,3584.50
2024-09,东澜市,自营小程序,清洁用品,家居耗材,老客户,无促销,143,188,316,7745.16
2024-09,东澜市,自营小程序,清洁用品,家居耗材,老客户,优惠券,42,54,91,2083.90
2024-09,东澜市,自营小程序,清洁用品,家居耗材,老客户,平台大促,23,30,50,1036.50
2024-09,东澜市,自营小程序,清洁用品,家居耗材,老客户,会员优惠,42,54,91,2006.55
2024-09,东澜市,自营小程序,小家电,厨房小电,新客户,无促销,144,157,178,38207.70
2024-09,东澜市,自营小程序,小家电,厨房小电,新客户,优惠券,42,46,52,10362.04
2024-09,东澜市,自营小程序,小家电,厨房小电,新客户,平台大促,23,25,28,5034.40
2024-09,东澜市,自营小程序,小家电,厨房小电,新客户,会员优惠,26,29,33,6413.55
2024-09,东澜市,自营小程序,小家电,生活电器,新客户,无促销,127,142,158,26291.20
2024-09,东澜市,自营小程序,小家电,生活电器,新客户,优惠券,38,42,46,7054.56
2024-09,东澜市,自营小程序,小家电,生活电器,新客户,平台大促,21,23,25,3479.25
2024-09,东澜市,自营小程序,小家电,生活电器,新客户,会员优惠,23,25,28,4200.00
2024-09,东澜市,自营小程序,小家电,厨房小电,老客户,无促销,121,159,179,38422.35
2024-09,东澜市,自营小程序,小家电,厨房小电,老客户,优惠券,36,48,54,10760.58
2024-09,东澜市,自营小程序,小家电,厨房小电,老客户,平台大促,20,26,29,5214.20
2024-09,东澜市,自营小程序,小家电,厨房小电,老客户,会员优惠,36,47,52,10106.20
2024-09,东澜市,自营小程序,小家电,生活电器,老客户,无促销,107,142,158,26291.20
2024-09,东澜市,自营小程序,小家电,生活电器,老客户,优惠券,32,41,45,6901.20
2024-09,东澜市,自营小程序,小家电,生活电器,老客户,平台大促,17,22,24,3340.08
2024-09,东澜市,自营小程序,小家电,生活电器,老客户,会员优惠,32,42,48,7200.00
2024-09,东澜市,第三方平台,厨房用品,烹饪器具,新客户,无促销,161,178,251,17650.32
2024-09,东澜市,第三方平台,厨房用品,烹饪器具,新客户,优惠券,48,52,74,4872.90
2024-09,东澜市,第三方平台,厨房用品,烹饪器具,新客户,平台大促,26,28,39,2323.23
2024-09,东澜市,第三方平台,厨房用品,烹饪器具,新客户,会员优惠,29,32,45,2917.80
2024-09,东澜市,第三方平台,厨房用品,餐厨工具,新客户,无促销,143,158,224,7685.44
2024-09,东澜市,第三方平台,厨房用品,餐厨工具,新客户,优惠券,42,47,67,2111.17
2024-09,东澜市,第三方平台,厨房用品,餐厨工具,新客户,平台大促,24,26,37,1064.86
2024-09,东澜市,第三方平台,厨房用品,餐厨工具,新客户,会员优惠,26,29,41,1259.52
2024-09,东澜市,第三方平台,厨房用品,烹饪器具,老客户,无促销,141,184,257,18072.24
2024-09,东澜市,第三方平台,厨房用品,烹饪器具,老客户,优惠券,41,53,75,4938.75
2024-09,东澜市,第三方平台,厨房用品,烹饪器具,老客户,平台大促,23,30,42,2501.94
2024-09,东澜市,第三方平台,厨房用品,烹饪器具,老客户,会员优惠,42,54,76,4927.84
2024-09,东澜市,第三方平台,厨房用品,餐厨工具,老客户,无促销,125,165,236,8097.16
2024-09,东澜市,第三方平台,厨房用品,餐厨工具,老客户,优惠券,37,49,69,2174.19
2024-09,东澜市,第三方平台,厨房用品,餐厨工具,老客户,平台大促,20,26,37,1064.86
2024-09,东澜市,第三方平台,厨房用品,餐厨工具,老客户,会员优惠,37,49,70,2150.40
2024-09,东澜市,第三方平台,收纳用品,衣物收纳,新客户,无促销,128,141,220,9576.60
2024-09,东澜市,第三方平台,收纳用品,衣物收纳,新客户,优惠券,38,42,66,2624.82
2024-09,东澜市,第三方平台,收纳用品,衣物收纳,新客户,平台大促,21,23,35,1281.70
2024-09,东澜市,第三方平台,收纳用品,衣物收纳,新客户,会员优惠,23,26,40,1575.60
2024-09,东澜市,第三方平台,收纳用品,空间整理,新客户,无促销,114,124,193,11002.93
2024-09,东澜市,第三方平台,收纳用品,空间整理,新客户,优惠券,33,36,55,2933.70
2024-09,东澜市,第三方平台,收纳用品,空间整理,新客户,平台大促,19,21,33,1597.20
2024-09,东澜市,第三方平台,收纳用品,空间整理,新客户,会员优惠,20,22,35,1837.15
2024-09,东澜市,第三方平台,收纳用品,衣物收纳,老客户,无促销,114,151,233,10142.49
2024-09,东澜市,第三方平台,收纳用品,衣物收纳,老客户,优惠券,34,45,71,2823.67
2024-09,东澜市,第三方平台,收纳用品,衣物收纳,老客户,平台大促,19,25,38,1391.56
2024-09,东澜市,第三方平台,收纳用品,衣物收纳,老客户,会员优惠,34,44,68,2678.52
2024-09,东澜市,第三方平台,收纳用品,空间整理,老客户,无促销,101,131,200,11402.00
2024-09,东澜市,第三方平台,收纳用品,空间整理,老客户,优惠券,30,39,61,3253.74
2024-09,东澜市,第三方平台,收纳用品,空间整理,老客户,平台大促,16,21,32,1548.80
2024-09,东澜市,第三方平台,收纳用品,空间整理,老客户,会员优惠,30,39,61,3201.89
2024-09,东澜市,第三方平台,清洁用品,清洁工具,新客户,无促销,150,167,283,10969.08
2024-09,东澜市,第三方平台,清洁用品,清洁工具,新客户,优惠券,44,49,84,3031.56
2024-09,东澜市,第三方平台,清洁用品,清洁工具,新客户,平台大促,25,27,45,1472.85
2024-09,东澜市,第三方平台,清洁用品,清洁工具,新客户,会员优惠,27,29,48,1714.56
2024-09,东澜市,第三方平台,清洁用品,家居耗材,新客户,无促销,133,145,248,6383.52
2024-09,东澜市,第三方平台,清洁用品,家居耗材,新客户,优惠券,39,42,70,1683.50
2024-09,东澜市,第三方平台,清洁用品,家居耗材,新客户,平台大促,22,24,40,874.00
2024-09,东澜市,第三方平台,清洁用品,家居耗材,新客户,会员优惠,24,26,44,1036.64
2024-09,东澜市,第三方平台,清洁用品,清洁工具,老客户,无促销,132,174,293,11356.68
2024-09,东澜市,第三方平台,清洁用品,清洁工具,老客户,优惠券,39,52,86,3103.74
2024-09,东澜市,第三方平台,清洁用品,清洁工具,老客户,平台大促,22,29,48,1571.04
2024-09,东澜市,第三方平台,清洁用品,清洁工具,老客户,会员优惠,39,50,85,3036.20
2024-09,东澜市,第三方平台,清洁用品,家居耗材,老客户,无促销,117,155,260,6692.40
2024-09,东澜市,第三方平台,清洁用品,家居耗材,老客户,优惠券,35,46,77,1851.85
2024-09,东澜市,第三方平台,清洁用品,家居耗材,老客户,平台大促,19,24,40,874.00
2024-09,东澜市,第三方平台,清洁用品,家居耗材,老客户,会员优惠,35,46,77,1814.12
2024-09,东澜市,第三方平台,小家电,厨房小电,新客户,无促销,110,122,134,29999.92
2024-09,东澜市,第三方平台,小家电,厨房小电,新客户,优惠券,32,35,39,8202.48
2024-09,东澜市,第三方平台,小家电,厨房小电,新客户,平台大促,18,20,22,4185.72
2024-09,东澜市,第三方平台,小家电,厨房小电,新客户,会员优惠,20,22,24,4980.72
2024-09,东澜市,第三方平台,小家电,生活电器,新客户,无促销,98,107,121,21133.86
2024-09,东澜市,第三方平台,小家电,生活电器,新客户,优惠券,29,31,34,5498.48
2024-09,东澜市,第三方平台,小家电,生活电器,新客户,平台大促,16,18,20,2953.40
2024-09,东澜市,第三方平台,小家电,生活电器,新客户,会员优惠,18,20,22,3495.80
2024-09,东澜市,第三方平台,小家电,厨房小电,老客户,无促销,95,123,137,30671.56
2024-09,东澜市,第三方平台,小家电,厨房小电,老客户,优惠券,28,37,42,8833.44
2024-09,东澜市,第三方平台,小家电,厨房小电,老客户,平台大促,15,19,21,3995.46
2024-09,东澜市,第三方平台,小家电,厨房小电,老客户,会员优惠,28,37,41,8508.73
2024-09,东澜市,第三方平台,小家电,生活电器,老客户,无促销,84,112,124,21657.84
2024-09,东澜市,第三方平台,小家电,生活电器,老客户,优惠券,25,32,36,5821.92
2024-09,东澜市,第三方平台,小家电,生活电器,老客户,平台大促,14,18,20,2953.40
2024-09,东澜市,第三方平台,小家电,生活电器,老客户,会员优惠,25,33,37,5879.30
2024-09,海岳市,自营App,厨房用品,烹饪器具,新客户,无促销,264,289,407,27948.69
2024-09,海岳市,自营App,厨房用品,烹饪器具,新客户,优惠券,78,87,125,8042.50
2024-09,海岳市,自营App,厨房用品,烹饪器具,新客户,平台大促,43,48,68,3975.28
2024-09,海岳市,自营App,厨房用品,烹饪器具,新客户,会员优惠,48,54,78,4848.48
2024-09,海岳市,自营App,厨房用品,餐厨工具,新客户,无促销,234,257,365,12066.90
2024-09,海岳市,自营App,厨房用品,餐厨工具,新客户,优惠券,69,75,108,3342.60
2024-09,海岳市,自营App,厨房用品,餐厨工具,新客户,平台大促,38,41,59,1628.40
2024-09,海岳市,自营App,厨房用品,餐厨工具,新客户,会员优惠,42,46,66,1995.84
2024-09,海岳市,自营App,厨房用品,烹饪器具,老客户,无促销,227,295,425,29184.75
2024-09,海岳市,自营App,厨房用品,烹饪器具,老客户,优惠券,67,87,122,7849.48
2024-09,海岳市,自营App,厨房用品,烹饪器具,老客户,平台大促,37,48,67,3916.82
2024-09,海岳市,自营App,厨房用品,烹饪器具,老客户,会员优惠,68,88,123,7645.68
2024-09,海岳市,自营App,厨房用品,餐厨工具,老客户,无促销,201,260,374,12364.44
2024-09,海岳市,自营App,厨房用品,餐厨工具,老客户,优惠券,59,79,112,3466.40
2024-09,海岳市,自营App,厨房用品,餐厨工具,老客户,平台大促,33,44,62,1711.20
2024-09,海岳市,自营App,厨房用品,餐厨工具,老客户,会员优惠,60,80,114,3447.36
2024-09,海岳市,自营App,收纳用品,衣物收纳,新客户,无促销,204,225,355,14736.05
2024-09,海岳市,自营App,收纳用品,衣物收纳,新客户,优惠券,60,66,103,3976.83
2024-09,海岳市,自营App,收纳用品,衣物收纳,新客户,平台大促,33,36,55,1959.65
2024-09,海岳市,自营App,收纳用品,衣物收纳,新客户,会员优惠,37,40,63,2422.35
2024-09,海岳市,自营App,收纳用品,空间整理,新客户,无促销,181,200,315,17614.80
2024-09,海岳市,自营App,收纳用品,空间整理,新客户,优惠券,53,58,90,4703.40
2024-09,海岳市,自营App,收纳用品,空间整理,新客户,平台大促,30,33,50,2332.00
2024-09,海岳市,自营App,收纳用品,空间整理,新客户,会员优惠,33,37,58,2941.18
2024-09,海岳市,自营App,收纳用品,衣物收纳,老客户,无促销,182,238,363,15068.13
2024-09,海岳市,自营App,收纳用品,衣物收纳,老客户,优惠券,54,70,108,4169.88
2024-09,海岳市,自营App,收纳用品,衣物收纳,老客户,平台大促,30,40,62,2209.06
2024-09,海岳市,自营App,收纳用品,衣物收纳,老客户,会员优惠,54,71,109,4191.05
2024-09,海岳市,自营App,收纳用品,空间整理,老客户,无促销,161,214,334,18677.28
2024-09,海岳市,自营App,收纳用品,空间整理,老客户,优惠券,47,61,93,4860.18
2024-09,海岳市,自营App,收纳用品,空间整理,老客户,平台大促,26,34,52,2425.28
2024-09,海岳市,自营App,收纳用品,空间整理,老客户,会员优惠,48,63,97,4918.87
2024-09,海岳市,自营App,清洁用品,清洁工具,新客户,无促销,239,266,446,17126.40
2024-09,海岳市,自营App,清洁用品,清洁工具,新客户,优惠券,71,78,129,4513.71
2024-09,海岳市,自营App,清洁用品,清洁工具,新客户,平台大促,39,43,72,2320.56
2024-09,海岳市,自营App,清洁用品,清洁工具,新客户,会员优惠,43,47,80,2748.00
2024-09,海岳市,自营App,清洁用品,家居耗材,新客户,无促销,212,232,390,9816.30
2024-09,海岳市,自营App,清洁用品,家居耗材,新客户,优惠券,63,69,115,2649.60
2024-09,海岳市,自营App,清洁用品,家居耗材,新客户,平台大促,35,39,66,1397.22
2024-09,海岳市,自营App,清洁用品,家居耗材,新客户,会员优惠,38,42,72,1645.92
2024-09,海岳市,自营App,清洁用品,清洁工具,老客户,无促销,205,266,447,17164.80
2024-09,海岳市,自营App,清洁用品,清洁工具,老客户,优惠券,61,80,137,4793.63
2024-09,海岳市,自营App,清洁用品,清洁工具,老客户,平台大促,34,44,75,2417.25
2024-09,海岳市,自营App,清洁用品,清洁工具,老客户,会员优惠,61,79,130,4465.50
2024-09,海岳市,自营App,清洁用品,家居耗材,老客户,无促销,182,242,409,10294.53
2024-09,海岳市,自营App,清洁用品,家居耗材,老客户,优惠券,54,72,121,2787.84
2024-09,海岳市,自营App,清洁用品,家居耗材,老客户,平台大促,30,39,65,1376.05
2024-09,海岳市,自营App,清洁用品,家居耗材,老客户,会员优惠,54,70,120,2743.20
2024-09,海岳市,自营App,小家电,厨房小电,新客户,无促销,181,200,226,49871.42
2024-09,海岳市,自营App,小家电,厨房小电,新客户,优惠券,53,59,67,13525.29
2024-09,海岳市,自营App,小家电,厨房小电,新客户,平台大促,30,33,38,7013.28
2024-09,海岳市,自营App,小家电,厨房小电,新客户,会员优惠,33,37,42,8280.72
2024-09,海岳市,自营App,小家电,生活电器,新客户,无促销,160,177,197,33239.81
2024-09,海岳市,自营App,小家电,生活电器,新客户,优惠券,47,52,58,9181.40
2024-09,海岳市,自营App,小家电,生活电器,新客户,平台大促,26,28,32,4512.96
2024-09,海岳市,自营App,小家电,生活电器,新客户,会员优惠,29,32,36,5581.44
2024-09,海岳市,自营App,小家电,厨房小电,老客户,无促销,151,196,218,48106.06
2024-09,海岳市,自营App,小家电,厨房小电,老客户,优惠券,44,58,66,13323.42
2024-09,海岳市,自营App,小家电,厨房小电,老客户,平台大促,25,32,36,6644.16
2024-09,海岳市,自营App,小家电,厨房小电,老客户,会员优惠,45,58,65,12815.40
2024-09,海岳市,自营App,小家电,生活电器,老客户,无促销,133,173,194,32733.62
2024-09,海岳市,自营App,小家电,生活电器,老客户,优惠券,39,51,57,9023.10
2024-09,海岳市,自营App,小家电,生活电器,老客户,平台大促,22,29,32,4512.96
2024-09,海岳市,自营App,小家电,生活电器,老客户,会员优惠,40,53,60,9302.40
2024-09,海岳市,自营小程序,厨房用品,烹饪器具,新客户,无促销,185,206,294,19824.42
2024-09,海岳市,自营小程序,厨房用品,烹饪器具,新客户,优惠券,55,61,86,5470.46
2024-09,海岳市,自营小程序,厨房用品,烹饪器具,新客户,平台大促,30,33,47,2676.18
2024-09,海岳市,自营小程序,厨房用品,烹饪器具,新客户,会员优惠,33,36,51,3163.02
2024-09,海岳市,自营小程序,厨房用品,餐厨工具,新客户,无促销,164,179,256,8343.04
2024-09,海岳市,自营小程序,厨房用品,餐厨工具,新客户,优惠券,49,54,76,2266.32
2024-09,海岳市,自营小程序,厨房用品,餐厨工具,新客户,平台大促,27,29,41,1105.77
2024-09,海岳市,自营小程序,厨房用品,餐厨工具,新客户,会员优惠,30,33,47,1367.70
2024-09,海岳市,自营小程序,厨房用品,烹饪器具,老客户,无促销,148,190,265,17868.95
2024-09,海岳市,自营小程序,厨房用品,烹饪器具,老客户,优惠券,44,57,80,5088.80
2024-09,海岳市,自营小程序,厨房用品,烹饪器具,老客户,平台大促,24,32,45,2562.30
2024-09,海岳市,自营小程序,厨房用品,烹饪器具,老客户,会员优惠,44,58,81,5023.62
2024-09,海岳市,自营小程序,厨房用品,餐厨工具,老客户,无促销,132,175,245,7984.55
2024-09,海岳市,自营小程序,厨房用品,餐厨工具,老客户,优惠券,39,51,72,2147.04
2024-09,海岳市,自营小程序,厨房用品,餐厨工具,老客户,平台大促,22,29,42,1132.74
2024-09,海岳市,自营小程序,厨房用品,餐厨工具,老客户,会员优惠,39,50,72,2095.20
2024-09,海岳市,自营小程序,收纳用品,衣物收纳,新客户,无促销,143,156,240,9904.80
2024-09,海岳市,自营小程序,收纳用品,衣物收纳,新客户,优惠券,42,46,72,2728.08
2024-09,海岳市,自营小程序,收纳用品,衣物收纳,新客户,平台大促,24,27,42,1448.58
2024-09,海岳市,自营小程序,收纳用品,衣物收纳,新客户,会员优惠,26,29,46,1738.34
2024-09,海岳市,自营小程序,收纳用品,空间整理,新客户,无促销,127,141,219,12080.04
2024-09,海岳市,自营小程序,收纳用品,空间整理,新客户,优惠券,37,41,62,3170.06
2024-09,海岳市,自营小程序,收纳用品,空间整理,新客户,平台大促,21,23,35,1627.85
2024-09,海岳市,自营小程序,收纳用品,空间整理,新客户,会员优惠,23,25,39,1968.72
2024-09,海岳市,自营小程序,收纳用品,衣物收纳,老客户,无促销,118,157,246,10152.42
2024-09,海岳市,自营小程序,收纳用品,衣物收纳,老客户,优惠券,35,46,71,2690.19
2024-09,海岳市,自营小程序,收纳用品,衣物收纳,老客户,平台大促,20,26,41,1414.09
2024-09,海岳市,自营小程序,收纳用品,衣物收纳,老客户,会员优惠,35,46,71,2683.09
2024-09,海岳市,自营小程序,收纳用品,空间整理,老客户,无促销,105,137,215,11859.40
2024-09,海岳市,自营小程序,收纳用品,空间整理,老客户,优惠券,31,40,61,3118.93
2024-09,海岳市,自营小程序,收纳用品,空间整理,老客户,平台大促,17,22,34,1581.34
