month,city,sales_channel,category_l1,customer_type,product_detail_users,add_to_cart_users,order_submit_users,paying_customers
2024-06,云岭市,自营App,收纳用品,新客户,2708,848,594,409
2024-06,云岭市,自营App,清洁用品,新客户,2821,1041,717,494
2024-06,云岭市,自营App,小家电,新客户,2595,769,531,359
2024-06,云岭市,自营App,厨房用品,老客户,2477,931,644,488
2024-06,云岭市,自营App,收纳用品,老客户,2123,751,519,392
2024-06,云岭市,自营App,清洁用品,老客户,2211,896,613,459
2024-06,云岭市,自营App,小家电,老客户,2034,660,460,349
2024-06,云岭市,自营小程序,厨房用品,新客户,2271,800,555,372
2024-06,云岭市,自营小程序,收纳用品,新客户,1946,637,442,298
2024-06,云岭市,自营小程序,清洁用品,新客户,2027,764,534,366
2024-06,云岭市,自营小程序,小家电,新客户,1865,528,364,246
2024-06,云岭市,自营小程序,厨房用品,老客户,1704,667,466,350
2024-06,云岭市,自营小程序,收纳用品,老客户,1460,511,353,262
2024-06,云岭市,自营小程序,清洁用品,老客户,1521,624,431,321
2024-06,云岭市,自营小程序,小家电,老客户,1400,458,320,240
2024-06,云岭市,第三方平台,厨房用品,新客户,1700,603,414,277
2024-06,云岭市,第三方平台,收纳用品,新客户,1457,468,328,226
2024-06,云岭市,第三方平台,清洁用品,新客户,1518,552,377,254
2024-06,云岭市,第三方平台,小家电,新客户,1396,415,288,194
2024-06,云岭市,第三方平台,厨房用品,老客户,1291,499,340,259
2024-06,云岭市,第三方平台,收纳用品,老客户,1107,394,268,201
2024-06,云岭市,第三方平台,清洁用品,老客户,1153,461,321,242
2024-06,云岭市,第三方平台,小家电,老客户,1060,342,233,178
2024-06,东澜市,自营App,厨房用品,新客户,5278,1817,1268,862
2024-06,东澜市,自营App,收纳用品,新客户,4524,1472,1005,680
2024-06,东澜市,自营App,清洁用品,新客户,4712,1740,1195,826
2024-06,东澜市,自营App,小家电,新客户,4335,1233,865,592
2024-06,东澜市,自营App,厨房用品,老客户,4255,1652,1140,841
2024-06,东澜市,自营App,收纳用品,老客户,3648,1297,891,656
2024-06,东澜市,自营App,清洁用品,老客户,3799,1515,1058,786
2024-06,东澜市,自营App,小家电,老客户,3496,1112,764,582
2024-06,东澜市,自营小程序,厨房用品,新客户,3662,1294,892,611
2024-06,东澜市,自营小程序,收纳用品,新客户,3139,1005,692,468
2024-06,东澜市,自营小程序,清洁用品,新客户,3269,1233,860,574
2024-06,东澜市,自营小程序,小家电,新客户,3008,888,608,419
2024-06,东澜市,自营小程序,厨房用品,老客户,2877,1114,763,580
2024-06,东澜市,自营小程序,收纳用品,老客户,2466,882,609,455
2024-06,东澜市,自营小程序,清洁用品,老客户,2568,1024,696,513
2024-06,东澜市,自营小程序,小家电,老客户,2363,754,521,395
2024-06,东澜市,第三方平台,厨房用品,新客户,2960,1043,710,478
2024-06,东澜市,第三方平台,收纳用品,新客户,2538,811,566,380
2024-06,东澜市,第三方平台,清洁用品,新客户,2643,982,676,461
2024-06,东澜市,第三方平台,小家电,新客户,2432,720,498,333
2024-06,东澜市,第三方平台,厨房用品,老客户,2112,816,557,412
2024-06,东澜市,第三方平台,收纳用品,老客户,1810,634,444,338
2024-06,东澜市,第三方平台,清洁用品,老客户,1885,775,543,406
2024-06,东澜市,第三方平台,小家电,老客户,1735,555,383,285
2024-06,海岳市,自营App,厨房用品,新客户,4595,1609,1117,756
2024-06,海岳市,自营App,收纳用品,新客户,3938,1287,875,600
2024-06,海岳市,自营App,清洁用品,新客户,4103,1505,1021,697
2024-06,海岳市,自营App,小家电,新客户,3774,1085,750,509
2024-06,海岳市,自营App,厨房用品,老客户,3612,1371,962,731
2024-06,海岳市,自营App,收纳用品,老客户,3096,1125,775,584
2024-06,海岳市,自营App,清洁用品,老客户,3225,1321,900,671
2024-06,海岳市,自营App,小家电,老客户,2967,971,658,489
2024-06,海岳市,自营小程序,厨房用品,新客户,3170,1087,738,509
2024-06,海岳市,自营小程序,收纳用品,新客户,2717,865,604,409
2024-06,海岳市,自营小程序,清洁用品,新客户,2830,1031,715,492
2024-06,海岳市,自营小程序,小家电,新客户,2604,759,520,354
2024-06,海岳市,自营小程序,厨房用品,老客户,2504,976,676,515
2024-06,海岳市,自营小程序,收纳用品,老客户,2146,772,542,401
2024-06,海岳市,自营小程序,清洁用品,老客户,2236,893,614,454
2024-06,海岳市,自营小程序,小家电,老客户,2057,652,457,337
2024-06,海岳市,第三方平台,厨房用品,新客户,2497,860,601,403
2024-06,海岳市,第三方平台,收纳用品,新客户,2140,672,460,312
2024-06,海岳市,第三方平台,清洁用品,新客户,2229,835,575,384
2024-06,海岳市,第三方平台,小家电,新客户,2051,609,416,278
2024-06,海岳市,第三方平台,厨房用品,老客户,1943,743,521,389
2024-06,海岳市,第三方平台,收纳用品,老客户,1666,581,399,296
2024-06,海岳市,第三方平台,清洁用品,老客户,1735,703,479,353
2024-06,海岳市,第三方平台,小家电,老客户,1596,523,355,264
2024-06,南浦市,自营App,厨房用品,新客户,4287,1527,1068,734
2024-06,南浦市,自营App,收纳用品,新客户,3675,1152,800,535
2024-06,南浦市,自营App,清洁用品,新客户,3828,1432,986,672
2024-06,南浦市,自营App,小家电,新客户,3522,997,699,478
2024-06,南浦市,自营App,厨房用品,老客户,3295,1284,880,661
2024-06,南浦市,自营App,收纳用品,老客户,2825,1024,713,539
2024-06,南浦市,自营App,清洁用品,老客户,2942,1170,794,604
2024-06,南浦市,自营App,小家电,老客户,2707,892,622,463
2024-06,南浦市,自营小程序,厨房用品,新客户,3002,1051,714,493
2024-06,南浦市,自营小程序,收纳用品,新客户,2573,803,550,368
2024-06,南浦市,自营小程序,清洁用品,新客户,2680,989,675,458
2024-06,南浦市,自营小程序,小家电,新客户,2465,724,499,340
2024-06,南浦市,自营小程序,厨房用品,老客户,2181,851,581,441
2024-06,南浦市,自营小程序,收纳用品,老客户,1870,651,446,331
2024-06,南浦市,自营小程序,清洁用品,老客户,1947,773,543,406
2024-06,南浦市,自营小程序,小家电,老客户,1792,575,398,294
2024-06,南浦市,第三方平台,厨房用品,新客户,2339,836,580,389
2024-06,南浦市,第三方平台,收纳用品,新客户,2005,645,446,304
2024-06,南浦市,第三方平台,清洁用品,新客户,2088,782,539,361
2024-06,南浦市,第三方平台,小家电,新客户,1921,543,373,253
2024-06,南浦市,第三方平台,厨房用品,老客户,1767,683,463,352
2024-06,南浦市,第三方平台,收纳用品,老客户,1514,531,371,282
2024-06,南浦市,第三方平台,清洁用品,老客户,1577,639,439,329
2024-06,南浦市,第三方平台,小家电,老客户,1451,461,314,237
2024-06,榕川市,自营App,厨房用品,新客户,3652,1265,860,586
2024-06,榕川市,自营App,收纳用品,新客户,3130,1022,703,471
2024-06,榕川市,自营App,清洁用品,新客户,3260,1177,806,544
2024-06,榕川市,自营App,小家电,新客户,3000,892,623,428
2024-06,榕川市,自营App,厨房用品,老客户,2893,1123,775,573
2024-06,榕川市,自营App,收纳用品,老客户,2480,881,611,457
2024-06,榕川市,自营App,清洁用品,老客户,2583,1036,709,528
2024-06,榕川市,自营App,小家电,老客户,2376,789,542,400
2024-06,榕川市,自营小程序,厨房用品,新客户,2404,844,585,395
2024-06,榕川市,自营小程序,收纳用品,新客户,2061,648,445,307
2024-06,榕川市,自营小程序,清洁用品,新客户,2147,808,553,375
2024-06,榕川市,自营小程序,小家电,新客户,1975,579,400,276
2024-06,榕川市,自营小程序,厨房用品,老客户,1851,715,499,377
2024-06,榕川市,自营小程序,收纳用品,老客户,1586,557,389,290
2024-06,榕川市,自营小程序,清洁用品,老客户,1652,678,465,352
2024-06,榕川市,自营小程序,小家电,老客户,1520,491,341,259
2024-06,榕川市,第三方平台,厨房用品,新客户,1873,648,441,304
2024-06,榕川市,第三方平台,收纳用品,新客户,1605,517,355,238
2024-06,榕川市,第三方平台,清洁用品,新客户,1672,632,434,292
2024-06,榕川市,第三方平台,小家电,新客户,1538,439,306,211
2024-06,榕川市,第三方平台,厨房用品,老客户,1538,592,414,307
2024-06,榕川市,第三方平台,收纳用品,老客户,1319,477,329,243
2024-06,榕川市,第三方平台,清洁用品,老客户,1374,555,385,290
2024-06,榕川市,第三方平台,小家电,老客户,1264,409,279,207
2024-07,北辰市,自营App,厨房用品,新客户,3735,1298,887,605
2024-07,北辰市,自营App,收纳用品,新客户,3201,1037,724,491
2024-07,北辰市,自营App,清洁用品,新客户,3335,1218,852,574
2024-07,北辰市,自营App,小家电,新客户,3068,905,627,426
2024-07,北辰市,自营App,厨房用品,老客户,2861,1082,752,574
2024-07,北辰市,自营App,收纳用品,老客户,2453,862,584,437
2024-07,北辰市,自营App,清洁用品,老客户,2555,1034,705,527
2024-07,北辰市,自营App,小家电,老客户,2350,777,531,402
2024-07,北辰市,自营小程序,厨房用品,新客户,2649,913,636,431
2024-07,北辰市,自营小程序,收纳用品,新客户,2270,723,506,342
2024-07,北辰市,自营小程序,清洁用品,新客户,2365,882,616,418
2024-07,北辰市,自营小程序,小家电,新客户,2176,633,440,304
2024-07,北辰市,自营小程序,厨房用品,老客户,1999,768,538,409
2024-07,北辰市,自营小程序,收纳用品,老客户,1713,613,424,317
2024-07,北辰市,自营小程序,清洁用品,老客户,1785,706,493,368
2024-07,北辰市,自营小程序,小家电,老客户,1642,535,376,277
2024-07,北辰市,第三方平台,厨房用品,新客户,2054,702,476,319
2024-07,北辰市,第三方平台,收纳用品,新客户,1760,555,378,257
2024-07,北辰市,第三方平台,清洁用品,新客户,1833,667,456,305
2024-07,北辰市,第三方平台,小家电,新客户,1687,495,343,233
2024-07,北辰市,第三方平台,厨房用品,老客户,1490,567,397,301
2024-07,北辰市,第三方平台,收纳用品,老客户,1278,463,314,237
2024-07,北辰市,第三方平台,清洁用品,老客户,1331,541,375,279
2024-07,北辰市,第三方平台,小家电,老客户,1224,394,277,207
2024-07,云岭市,自营App,厨房用品,新客户,3356,1191,836,575
2024-07,云岭市,自营App,收纳用品,新客户,2877,938,653,445
2024-07,云岭市,自营App,清洁用品,新客户,2997,1113,769,529
2024-07,云岭市,自营App,小家电,新客户,2757,787,544,368
2024-07,云岭市,自营App,厨房用品,老客户,2463,925,633,483
2024-07,云岭市,自营App,收纳用品,老客户,2111,731,510,384
2024-07,云岭市,自营App,清洁用品,老客户,2199,871,602,451
2024-07,云岭市,自营App,小家电,老客户,2024,644,446,330
2024-07,云岭市,自营小程序,厨房用品,新客户,2096,718,496,332
2024-07,云岭市,自营小程序,收纳用品,新客户,1797,581,403,272
2024-07,云岭市,自营小程序,清洁用品,新客户,1871,679,466,317
2024-07,云岭市,自营小程序,小家电,新客户,1722,489,339,229
2024-07,云岭市,自营小程序,厨房用品,老客户,1621,639,447,332
2024-07,云岭市,自营小程序,收纳用品,老客户,1389,494,337,249
2024-07,云岭市,自营小程序,清洁用品,老客户,1447,574,393,293
2024-07,云岭市,自营小程序,小家电,老客户,1332,435,302,225
2024-07,云岭市,第三方平台,厨房用品,新客户,1647,586,409,283
2024-07,云岭市,第三方平台,收纳用品,新客户,1411,463,317,213
2024-07,云岭市,第三方平台,清洁用品,新客户,1470,533,374,258
2024-07,云岭市,第三方平台,小家电,新客户,1353,399,272,188
2024-07,云岭市,第三方平台,厨房用品,老客户,1283,497,346,256
2024-07,云岭市,第三方平台,收纳用品,老客户,1100,383,268,199
2024-07,云岭市,第三方平台,清洁用品,老客户,1146,457,314,237
2024-07,云岭市,第三方平台,小家电,老客户,1054,337,234,178
2024-07,东澜市,自营App,厨房用品,新客户,5308,1862,1305,881
2024-07,东澜市,自营App,收纳用品,新客户,4550,1433,1006,691
2024-07,东澜市,自营App,清洁用品,新客户,4740,1790,1253,851
2024-07,东澜市,自营App,小家电,新客户,4360,1283,874,603
2024-07,东澜市,自营App,厨房用品,老客户,4002,1562,1086,801
2024-07,东澜市,自营App,收纳用品,老客户,3431,1241,863,656
2024-07,东澜市,自营App,清洁用品,老客户,3574,1425,988,730
2024-07,东澜市,自营App,小家电,老客户,3288,1048,725,542
2024-07,东澜市,自营小程序,厨房用品,新客户,3716,1270,890,606
2024-07,东澜市,自营小程序,收纳用品,新客户,3185,1037,722,499
2024-07,东澜市,自营小程序,清洁用品,新客户,3318,1249,857,577
2024-07,东澜市,自营小程序,小家电,新客户,3053,898,612,423
2024-07,东澜市,自营小程序,厨房用品,老客户,2724,1057,732,540
2024-07,东澜市,自营小程序,收纳用品,老客户,2335,823,561,427
2024-07,东澜市,自营小程序,清洁用品,老客户,2433,997,690,518
2024-07,东澜市,自营小程序,小家电,老客户,2238,720,492,375
2024-07,东澜市,第三方平台,厨房用品,新客户,2776,974,674,457
2024-07,东澜市,第三方平台,收纳用品,新客户,2380,778,538,370
2024-07,东澜市,第三方平台,清洁用品,新客户,2479,931,650,434
2024-07,东澜市,第三方平台,小家电,新客户,2281,675,463,317
2024-07,东澜市,第三方平台,厨房用品,老客户,2161,839,585,436
2024-07,东澜市,第三方平台,收纳用品,老客户,1852,661,464,347
2024-07,东澜市,第三方平台,清洁用品,老客户,1929,776,538,398
2024-07,东澜市,第三方平台,小家电,老客户,1775,577,399,302
2024-07,海岳市,自营App,厨房用品,新客户,4735,1641,1137,777
2024-07,海岳市,自营App,收纳用品,新客户,4059,1331,916,630
2024-07,海岳市,自营App,清洁用品,新客户,4228,1547,1073,738
2024-07,海岳市,自营App,小家电,新客户,3890,1100,753,504
2024-07,海岳市,自营App,厨房用品,老客户,3517,1320,915,683
2024-07,海岳市,自营App,收纳用品,老客户,3015,1082,751,553
2024-07,海岳市,自营App,清洁用品,老客户,3141,1281,883,665
2024-07,海岳市,自营App,小家电,老客户,2889,938,637,474
2024-07,海岳市,自营小程序,厨房用品,新客户,3135,1121,765,525
2024-07,海岳市,自营小程序,收纳用品,新客户,2688,880,602,412
2024-07,海岳市,自营小程序,清洁用品,新客户,2800,1042,721,482
2024-07,海岳市,自营小程序,小家电,新客户,2576,748,511,347
2024-07,海岳市,自营小程序,厨房用品,老客户,2484,961,667,502
2024-07,海岳市,自营小程序,收纳用品,老客户,2129,771,537,402
2024-07,海岳市,自营小程序,清洁用品,老客户,2218,894,607,452
2024-07,海岳市,自营小程序,小家电,老客户,2040,647,447,338
2024-07,海岳市,第三方平台,厨房用品,新客户,2466,857,590,396
2024-07,海岳市,第三方平台,收纳用品,新客户,2113,684,472,316
2024-07,海岳市,第三方平台,清洁用品,新客户,2201,811,553,375
2024-07,海岳市,第三方平台,小家电,新客户,2025,585,398,272
2024-07,海岳市,第三方平台,厨房用品,老客户,1925,756,528,398
2024-07,海岳市,第三方平台,收纳用品,老客户,1650,592,403,302
2024-07,海岳市,第三方平台,清洁用品,老客户,1718,692,476,359
2024-07,海岳市,第三方平台,小家电,老客户,1581,516,360,267
2024-07,南浦市,自营App,厨房用品,新客户,4317,1482,1030,693
2024-07,南浦市,自营App,收纳用品,新客户,3701,1164,811,548
2024-07,南浦市,自营App,清洁用品,新客户,3855,1438,1001,689
2024-07,南浦市,自营App,小家电,新客户,3546,1017,698,473
2024-07,南浦市,自营App,厨房用品,老客户,3401,1329,923,698
2024-07,南浦市,自营App,收纳用品,老客户,2915,1026,696,517
2024-07,南浦市,自营App,清洁用品,老客户,3036,1229,847,638
2024-07,南浦市,自营App,小家电,老客户,2793,915,641,486
2024-07,南浦市,自营小程序,厨房用品,新客户,2801,975,675,467
2024-07,南浦市,自营小程序,收纳用品,新客户,2401,770,539,365
2024-07,南浦市,自营小程序,清洁用品,新客户,2501,926,642,437
2024-07,南浦市,自营小程序,小家电,新客户,2300,657,450,305
2024-07,南浦市,自营小程序,厨房用品,老客户,2232,853,593,452
2024-07,南浦市,自营小程序,收纳用品,老客户,1913,672,458,343
2024-07,南浦市,自营小程序,清洁用品,老客户,1993,800,558,416
2024-07,南浦市,自营小程序,小家电,老客户,1834,595,404,303
2024-07,南浦市,第三方平台,厨房用品,新客户,2248,773,543,372
2024-07,南浦市,第三方平台,收纳用品,新客户,1927,631,439,297
2024-07,南浦市,第三方平台,清洁用品,新客户,2007,760,531,365
2024-07,南浦市,第三方平台,小家电,新客户,1847,529,363,251
2024-07,南浦市,第三方平台,厨房用品,老客户,1689,639,438,325
2024-07,南浦市,第三方平台,收纳用品,老客户,1448,519,352,260
2024-07,南浦市,第三方平台,清洁用品,老客户,1508,600,416,316
2024-07,南浦市,第三方平台,小家电,老客户,1387,457,316,235
2024-07,榕川市,自营App,厨房用品,新客户,3776,1339,938,634
2024-07,榕川市,自营App,收纳用品,新客户,3236,1060,721,492
2024-07,榕川市,自营App,清洁用品,新客户,3371,1224,830,558
2024-07,榕川市,自营App,小家电,新客户,3102,915,625,419
2024-07,榕川市,自营App,厨房用品,老客户,2775,1042,725,538
2024-07,榕川市,自营App,收纳用品,老客户,2379,826,573,437
2024-07,榕川市,自营App,清洁用品,老客户,2478,1020,703,522
2024-07,榕川市,自营App,小家电,老客户,2279,755,528,403
2024-07,榕川市,自营小程序,厨房用品,新客户,2396,846,579,393
2024-07,榕川市,自营小程序,收纳用品,新客户,2053,646,447,303
2024-07,榕川市,自营小程序,清洁用品,新客户,2139,775,540,369
2024-07,榕川市,自营小程序,小家电,新客户,1968,558,382,263
2024-07,榕川市,自营小程序,厨房用品,老客户,1934,736,502,382
2024-07,榕川市,自营小程序,收纳用品,老客户,1657,584,398,300
2024-07,榕川市,自营小程序,清洁用品,老客户,1727,694,480,365
2024-07,榕川市,自营小程序,小家电,老客户,1588,525,364,270
2024-07,榕川市,第三方平台,厨房用品,新客户,1817,620,420,283
2024-07,榕川市,第三方平台,收纳用品,新客户,1557,498,347,240
2024-07,榕川市,第三方平台,清洁用品,新客户,1622,610,420,290
2024-07,榕川市,第三方平台,小家电,新客户,1493,443,307,208
2024-07,榕川市,第三方平台,厨房用品,老客户,1513,591,409,301
2024-07,榕川市,第三方平台,收纳用品,老客户,1297,454,314,234
2024-07,榕川市,第三方平台,清洁用品,老客户,1351,555,377,281
2024-07,榕川市,第三方平台,小家电,老客户,1243,405,282,212
2024-08,北辰市,自营App,厨房用品,新客户,3843,1341,915,632
2024-08,北辰市,自营App,收纳用品,新客户,3294,1078,746,503
2024-08,北辰市,自营App,清洁用品,新客户,3431,1284,889,596
2024-08,北辰市,自营App,小家电,新客户,3156,925,650,438
2024-08,北辰市,自营App,厨房用品,老客户,3052,1169,821,605
2024-08,北辰市,自营App,收纳用品,老客户,2616,949,649,489
2024-08,北辰市,自营App,清洁用品,老客户,2725,1086,758,565
2024-08,北辰市,自营App,小家电,老客户,2507,824,561,424
2024-08,北辰市,自营小程序,厨房用品,新客户,2648,922,627,426
2024-08,北辰市,自营小程序,收纳用品,新客户,2270,744,511,341
2024-08,北辰市,自营小程序,清洁用品,新客户,2364,859,597,400
2024-08,北辰市,自营小程序,小家电,新客户,2175,645,446,300
2024-08,北辰市,自营小程序,厨房用品,老客户,2006,755,519,390
2024-08,北辰市,自营小程序,收纳用品,老客户,1720,602,416,314
2024-08,北辰市,自营小程序,清洁用品,老客户,1792,737,514,380
2024-08,北辰市,自营小程序,小家电,老客户,1648,527,363,271
2024-08,北辰市,第三方平台,厨房用品,新客户,1990,681,468,321
2024-08,北辰市,第三方平台,收纳用品,新客户,1706,536,366,247
2024-08,北辰市,第三方平台,清洁用品,新客户,1777,657,450,308
2024-08,北辰市,第三方平台,小家电,新客户,1634,464,318,217
2024-08,北辰市,第三方平台,厨房用品,老客户,1626,623,437,333
2024-08,北辰市,第三方平台,收纳用品,老客户,1393,503,350,265
2024-08,北辰市,第三方平台,清洁用品,老客户,1452,601,412,307
2024-08,北辰市,第三方平台,小家电,老客户,1335,441,299,221
2024-08,云岭市,自营App,厨房用品,新客户,3234,1140,788,530
2024-08,云岭市,自营App,收纳用品,新客户,2772,904,629,428
2024-08,云岭市,自营App,清洁用品,新客户,2888,1093,764,515
2024-08,云岭市,自营App,小家电,新客户,2656,788,543,373
2024-08,云岭市,自营App,厨房用品,老客户,2619,1000,682,508
2024-08,云岭市,自营App,收纳用品,老客户,2245,808,566,425
2024-08,云岭市,自营App,清洁用品,老客户,2339,953,658,498
2024-08,云岭市,自营App,小家电,老客户,2152,714,499,370
2024-08,云岭市,自营小程序,厨房用品,新客户,2232,774,537,359
2024-08,云岭市,自营小程序,收纳用品,新客户,1914,605,413,285
2024-08,云岭市,自营小程序,清洁用品,新客户,1993,755,523,349
2024-08,云岭市,自营小程序,小家电,新客户,1834,532,372,253
2024-08,云岭市,自营小程序,厨房用品,老客户,1807,710,485,362
2024-08,云岭市,自营小程序,收纳用品,老客户,1549,544,371,275
2024-08,云岭市,自营小程序,清洁用品,老客户,1614,664,451,333
2024-08,云岭市,自营小程序,小家电,老客户,1485,479,332,250
2024-08,云岭市,第三方平台,厨房用品,新客户,1782,632,444,303
2024-08,云岭市,第三方平台,收纳用品,新客户,1528,485,333,230
2024-08,云岭市,第三方平台,清洁用品,新客户,1591,597,409,276
2024-08,云岭市,第三方平台,小家电,新客户,1464,422,286,192
2024-08,云岭市,第三方平台,厨房用品,老客户,1317,507,349,260
2024-08,云岭市,第三方平台,收纳用品,老客户,1129,401,275,207
2024-08,云岭市,第三方平台,清洁用品,老客户,1176,465,316,236
2024-08,云岭市,第三方平台,小家电,老客户,1081,356,249,185
2024-08,东澜市,自营App,厨房用品,新客户,5695,2007,1382,952
2024-08,东澜市,自营App,收纳用品,新客户,4881,1548,1055,716
2024-08,东澜市,自营App,清洁用品,新客户,5085,1888,1309,904
2024-08,东澜市,自营App,小家电,新客户,4678,1354,919,631
2024-08,东澜市,自营App,厨房用品,老客户,4112,1549,1085,813
2024-08,东澜市,自营App,收纳用品,老客户,3524,1273,865,645
2024-08,东澜市,自营App,清洁用品,老客户,3671,1504,1021,768
2024-08,东澜市,自营App,小家电,老客户,3377,1092,767,576
2024-08,东澜市,自营小程序,厨房用品,新客户,3732,1276,880,594
2024-08,东澜市,自营小程序,收纳用品,新客户,3199,1010,689,476
2024-08,东澜市,自营小程序,清洁用品,新客户,3332,1243,867,591
2024-08,东澜市,自营小程序,小家电,新客户,3066,882,610,420
2024-08,东澜市,自营小程序,厨房用品,老客户,2902,1098,757,570
2024-08,东澜市,自营小程序,收纳用品,老客户,2488,862,596,453
2024-08,东澜市,自营小程序,清洁用品,老客户,2592,1024,703,519
2024-08,东澜市,自营小程序,小家电,老客户,2384,771,536,400
2024-08,东澜市,第三方平台,厨房用品,新客户,2887,987,681,465
2024-08,东澜市,第三方平台,收纳用品,新客户,2474,792,537,370
2024-08,东澜市,第三方平台,清洁用品,新客户,2577,977,663,453
2024-08,东澜市,第三方平台,小家电,新客户,2371,696,485,334
2024-08,东澜市,第三方平台,厨房用品,老客户,2206,855,588,443
2024-08,东澜市,第三方平台,收纳用品,老客户,1890,673,472,360
2024-08,东澜市,第三方平台,清洁用品,老客户,1969,791,553,414
2024-08,东澜市,第三方平台,小家电,老客户,1812,597,419,311
2024-08,海岳市,自营App,厨房用品,新客户,4925,1693,1159,784
2024-08,海岳市,自营App,收纳用品,新客户,4222,1319,913,622
2024-08,海岳市,自营App,清洁用品,新客户,4398,1646,1147,786
2024-08,海岳市,自营App,小家电,新客户,4046,1187,811,560
2024-08,海岳市,自营App,厨房用品,老客户,3665,1410,961,723
2024-08,海岳市,自营App,收纳用品,老客户,3141,1106,768,575
2024-08,海岳市,自营App,清洁用品,老客户,3272,1350,943,712
2024-08,海岳市,自营App,小家电,老客户,3010,965,664,490
2024-08,海岳市,自营小程序,厨房用品,新客户,3241,1125,766,521
2024-08,海岳市,自营小程序,收纳用品,新客户,2778,895,612,411
2024-08,海岳市,自营小程序,清洁用品,新客户,2894,1096,752,514
2024-08,海岳市,自营小程序,小家电,新客户,2663,763,524,352
2024-08,海岳市,自营小程序,厨房用品,老客户,2434,957,650,492
2024-08,海岳市,自营小程序,收纳用品,老客户,2087,748,521,393
2024-08,海岳市,自营小程序,清洁用品,老客户,2174,860,597,455
2024-08,海岳市,自营小程序,小家电,老客户,2000,664,453,342
2024-08,海岳市,第三方平台,厨房用品,新客户,2589,920,630,425
2024-08,海岳市,第三方平台,收纳用品,新客户,2219,720,489,337
2024-08,海岳市,第三方平台,清洁用品,新客户,2311,840,586,402
2024-08,海岳市,第三方平台,小家电,新客户,2126,603,420,288
2024-08,海岳市,第三方平台,厨房用品,老客户,1846,722,501,370
2024-08,海岳市,第三方平台,收纳用品,老客户,1583,560,380,281
2024-08,海岳市,第三方平台,清洁用品,老客户,1648,664,456,338
2024-08,海岳市,第三方平台,小家电,老客户,1517,490,340,257
2024-08,南浦市,自营App,厨房用品,新客户,4489,1543,1062,724
2024-08,南浦市,自营App,收纳用品,新客户,3848,1243,872,594
2024-08,南浦市,自营App,清洁用品,新客户,4008,1489,1038,711
2024-08,南浦市,自营App,小家电,新客户,3688,1059,742,502
2024-08,南浦市,自营App,厨房用品,老客户,3491,1351,945,709
2024-08,南浦市,自营App,收纳用品,老客户,2992,1075,732,556
2024-08,南浦市,自营App,清洁用品,老客户,3117,1253,873,652
2024-08,南浦市,自营App,小家电,老客户,2868,947,643,483
2024-08,南浦市,自营小程序,厨房用品,新客户,3077,1098,762,509
2024-08,南浦市,自营小程序,收纳用品,新客户,2637,841,576,390
2024-08,南浦市,自营小程序,清洁用品,新客户,2747,1042,728,501
2024-08,南浦市,自营小程序,小家电,新客户,2528,737,504,340
2024-08,南浦市,自营小程序,厨房用品,老客户,2364,906,633,466
2024-08,南浦市,自营小程序,收纳用品,老客户,2026,733,509,385
2024-08,南浦市,自营小程序,清洁用品,老客户,2111,863,604,453
2024-08,南浦市,自营小程序,小家电,老客户,1942,630,429,319
2024-08,南浦市,第三方平台,厨房用品,新客户,2281,814,560,374
2024-08,南浦市,第三方平台,收纳用品,新客户,1955,634,437,299
2024-08,南浦市,第三方平台,清洁用品,新客户,2037,746,517,348
2024-08,南浦市,第三方平台,小家电,新客户,1874,544,374,251
2024-08,南浦市,第三方平台,厨房用品,老客户,1783,683,466,343
2024-08,南浦市,第三方平台,收纳用品,老客户,1528,529,361,268
2024-08,南浦市,第三方平台,清洁用品,老客户,1592,645,448,341
2024-08,南浦市,第三方平台,小家电,老客户,1465,473,324,243
2024-08,榕川市,自营App,厨房用品,新客户,3846,1321,898,608
2024-08,榕川市,自营App,收纳用品,新客户,3297,1061,740,502
2024-08,榕川市,自营App,清洁用品,新客户,3434,1270,887,594
2024-08,榕川市,自营App,小家电,新客户,3159,909,634,436
2024-08,榕川市,自营App,厨房用品,老客户,2911,1106,768,566
2024-08,榕川市,自营App,收纳用品,老客户,2496,893,624,472
2024-08,榕川市,自营App,清洁用品,老客户,2599,1035,725,545
2024-08,榕川市,自营App,小家电,老客户,2392,774,534,395
2024-08,榕川市,自营小程序,厨房用品,新客户,2521,885,612,418
2024-08,榕川市,自营小程序,收纳用品,新客户,2160,685,466,321
2024-08,榕川市,自营小程序,清洁用品,新客户,2250,819,558,381
2024-08,榕川市,自营小程序,小家电,新客户,2070,600,421,287
2024-08,榕川市,自营小程序,厨房用品,老客户,2008,768,521,390
2024-08,榕川市,自营小程序,收纳用品,老客户,1721,626,435,321
2024-08,榕川市,自营小程序,清洁用品,老客户,1793,715,500,378
2024-08,榕川市,自营小程序,小家电,老客户,1650,537,372,284
2024-08,榕川市,第三方平台,厨房用品,新客户,1978,698,477,326
2024-08,榕川市,第三方平台,收纳用品,新客户,1696,531,361,242
2024-08,榕川市,第三方平台,清洁用品,新客户,1767,665,457,311
2024-08,榕川市,第三方平台,小家电,新客户,1625,472,327,226
2024-08,榕川市,第三方平台,厨房用品,老客户,1506,587,406,300
2024-08,榕川市,第三方平台,收纳用品,老客户,1291,449,311,237
2024-08,榕川市,第三方平台,清洁用品,老客户,1345,553,377,279
2024-08,榕川市,第三方平台,小家电,老客户,1238,401,273,206
2024-09,北辰市,自营App,厨房用品,新客户,4214,1445,1007,690
