month,city,sales_channel,category_l1,gmv,refund_amount,net_sales,cogs,gross_profit,marketing_expense,fulfillment_expense,channel_fee,contribution_profit
2024-07,北辰市,自营App,小家电,209341.89,20846.42,188495.47,144534.09,43961.38,5844.40,5560.80,2512.10,30044.08
2024-07,北辰市,自营小程序,厨房用品,70326.21,4343.80,65982.41,43021.97,22960.44,1675.42,5644.80,703.26,14936.96
2024-07,北辰市,自营小程序,收纳用品,56420.96,4148.60,52272.36,31465.40,20806.96,1344.15,4435.20,564.21,14463.40
2024-07,北辰市,自营小程序,清洁用品,46501.25,2371.89,44129.36,27505.24,16624.12,1107.83,5236.00,465.01,9815.28
2024-07,北辰市,自营小程序,小家电,144311.02,14280.52,130030.50,101426.40,28604.10,3438.00,3914.40,1443.11,19808.59
2024-07,北辰市,第三方平台,厨房用品,54516.00,3384.28,51131.72,31871.70,19260.02,1227.72,4177.60,4470.31,9384.39
2024-07,北辰市,第三方平台,收纳用品,43761.59,3149.32,40612.27,23391.34,17220.93,985.53,3315.20,3588.45,9331.75
2024-07,北辰市,第三方平台,清洁用品,36900.66,1860.36,35040.30,20737.27,14303.03,831.02,3925.60,3025.85,6520.56
2024-07,北辰市,第三方平台,小家电,113773.52,11153.83,102619.69,76010.27,26609.42,2562.22,2962.40,9329.43,11755.37
2024-07,云岭市,自营App,厨房用品,89127.44,5537.71,83589.73,53991.38,29598.35,2509.26,7089.60,1069.53,18929.96
2024-07,云岭市,自营App,收纳用品,70935.03,5189.32,65745.71,38389.03,27356.68,1997.07,5510.40,851.22,18997.99
2024-07,云岭市,自营App,清洁用品,59576.69,3052.25,56524.44,34227.78,22296.66,1677.30,6563.20,714.92,13341.24
2024-07,云岭市,自营App,小家电,177638.28,17469.38,160168.90,121505.44,38663.46,5001.16,4698.40,2131.66,26832.24
2024-07,云岭市,自营小程序,厨房用品,55026.07,3440.56,51585.51,33863.60,17721.91,1345.91,4474.40,550.26,11351.34
2024-07,云岭市,自营小程序,收纳用品,44648.75,3249.34,41399.41,24638.26,16761.15,1092.09,3494.40,446.49,11728.17
2024-07,云岭市,自营小程序,清洁用品,36942.36,1890.53,35051.83,21613.93,13437.90,903.59,4104.80,369.42,8060.09
2024-07,云岭市,自营小程序,小家电,112468.92,10907.86,101561.06,78949.82,22611.24,2750.93,3046.40,1124.69,15689.22
2024-07,云岭市,第三方平台,厨房用品,47055.28,2953.93,44101.35,27638.58,16462.77,1019.09,3612.00,3858.53,7973.15
2024-07,云岭市,第三方平台,收纳用品,36526.34,2634.43,33891.91,19376.59,14515.32,791.06,2766.40,2995.16,7962.70
2024-07,云岭市,第三方平台,清洁用品,31487.09,1638.59,29848.50,17536.29,12312.21,681.92,3315.20,2581.94,5733.15
2024-07,云岭市,第三方平台,小家电,95162.25,9255.10,85907.15,63467.12,22440.03,2060.95,2464.00,7803.30,10111.78
2024-07,东澜市,自营App,厨房用品,143475.84,7304.26,136171.58,87142.18,49029.40,4808.06,10231.30,1721.71,32268.33
2024-07,东澜市,自营App,收纳用品,116723.23,7054.40,109668.83,63183.74,46485.09,3911.54,8196.15,1400.68,32976.72
2024-07,东澜市,自营App,清洁用品,97193.76,4143.67,93050.09,55750.86,37299.23,3257.09,9544.50,1166.33,23331.31
2024-07,东澜市,自营App,小家电,287721.18,23239.34,264481.84,198299.60,66182.24,9641.91,6938.70,3452.65,46148.98
2024-07,东澜市,自营小程序,厨房用品,95196.07,5035.92,90160.15,59112.76,31047.39,2752.86,6913.45,951.96,20429.12
2024-07,东澜市,自营小程序,收纳用品,78494.03,4757.65,73736.38,43173.06,30563.32,2269.88,5585.30,784.94,21923.20
2024-07,东澜市,自营小程序,清洁用品,66478.66,2825.71,63652.95,38768.29,24884.66,1922.42,6645.80,664.79,15651.65
2024-07,东澜市,自营小程序,小家电,195674.06,16090.85,179583.21,137026.63,42556.58,5658.47,4812.65,1956.74,30128.72
2024-07,东澜市,第三方平台,厨房用品,79267.84,4114.11,75153.73,46460.44,28693.29,2030.75,5413.60,6499.96,14748.98
2024-07,东澜市,第三方平台,收纳用品,64294.37,3923.97,60370.40,33781.26,26589.14,1647.15,4373.30,5272.14,15296.55
2024-07,东澜市,第三方平台,清洁用品,52896.05,2267.14,50628.91,29351.48,21277.43,1355.14,5024.75,4337.48,10560.06
2024-07,东澜市,第三方平台,小家电,162087.17,13345.12,148742.05,107897.48,40844.57,4152.49,3762.25,13291.15,19638.68
2024-07,海岳市,自营App,厨房用品,125397.40,6504.52,118892.88,75240.53,43652.35,4260.98,8857.70,1504.77,29028.90
2024-07,海岳市,自营App,收纳用品,102709.05,6227.51,96481.54,55060.33,41421.21,3490.03,7145.75,1232.51,29552.92
2024-07,海岳市,自营App,清洁用品,86942.43,3755.66,83186.77,49641.07,33545.70,2954.28,8504.20,1043.31,21043.91
2024-07,海岳市,自营App,小家电,248494.41,20297.63,228196.78,170243.41,57953.37,8443.78,5938.80,2981.93,40588.86
2024-07,海岳市,自营小程序,厨房用品,86142.25,4506.56,81635.69,53146.65,28489.04,2479.40,6267.05,861.42,18881.17
2024-07,海岳市,自营小程序,收纳用品,69243.41,4268.28,64975.13,37943.76,27031.37,1993.00,4949.00,692.43,19396.94
2024-07,海岳市,自营小程序,清洁用品,56878.52,2449.31,54429.21,33113.67,21315.54,1637.11,5671.15,568.79,13438.49
2024-07,海岳市,自营小程序,小家电,168712.33,14015.62,154696.71,118026.60,36670.11,4855.97,4146.05,1687.12,25980.97
2024-07,海岳市,第三方平台,厨房用品,68856.28,3619.99,65236.29,40572.00,24664.29,1800.14,4802.55,5646.21,12415.39
2024-07,海岳市,第三方平台,收纳用品,55391.84,3372.60,52019.24,29021.04,22998.20,1448.14,3747.10,4542.13,13260.83
2024-07,海岳市,第三方平台,清洁用品,46600.37,2005.63,44594.74,25859.36,18735.38,1218.30,4454.10,3821.23,9241.75
2024-07,海岳市,第三方平台,小家电,139940.00,11534.78,128405.22,93418.86,34986.36,3658.52,3262.30,11475.08,16590.46
2024-07,南浦市,自营App,厨房用品,118605.64,6219.36,112386.28,72108.19,40278.09,3915.24,8084.95,1423.27,26854.63
2024-07,南浦市,自营App,收纳用品,92471.15,5653.09,86818.06,50115.21,36702.85,3052.53,6227.40,1109.65,26313.27
2024-07,南浦市,自营App,清洁用品,80801.28,3511.21,77290.07,46746.94,30543.13,2667.30,7687.25,969.62,19218.96
2024-07,南浦市,自营App,小家电,244396.50,20083.72,224312.78,167740.56,56572.22,8067.67,5650.25,2932.76,39921.54
2024-07,南浦市,自营小程序,厨房用品,76060.43,3955.62,72104.81,47307.19,24797.62,2202.67,5344.70,760.60,16489.65
2024-07,南浦市,自营小程序,收纳用品,59766.50,3660.28,56106.22,33052.97,23053.25,1730.81,4117.65,597.66,16607.13
2024-07,南浦市,自营小程序,清洁用品,51505.53,2206.58,49298.95,30483.64,18815.31,1491.57,4980.95,515.06,11827.73
2024-07,南浦市,自营小程序,小家电,152990.81,12723.89,140266.92,107110.28,33156.64,4430.54,3574.45,1529.91,23621.74
2024-07,南浦市,第三方平台,厨房用品,60717.17,3158.40,57558.77,35855.27,21703.50,1579.30,4040.05,4978.81,11105.34
2024-07,南浦市,第三方平台,收纳用品,49727.86,3046.54,46681.32,26066.84,20614.48,1293.46,3220.40,4077.68,12022.94
2024-07,南浦市,第三方平台,清洁用品,43177.83,1893.80,41284.03,24107.78,17176.25,1123.09,3943.05,3540.58,8569.53
2024-07,南浦市,第三方平台,小家电,126192.64,10370.02,115822.62,84238.91,31583.71,3282.36,2822.70,10347.80,15130.85
2024-07,榕川市,自营App,厨房用品,99718.29,5258.88,94459.41,60487.54,33971.87,3306.71,6804.55,1196.62,22663.99
2024-07,榕川市,自营App,收纳用品,81065.29,4921.36,76143.93,43739.07,32404.86,2688.16,5398.05,972.78,23345.87
2024-07,榕川市,自营App,清洁用品,66922.29,2893.38,64028.91,38782.03,25246.88,2219.18,6305.00,803.07,15919.63
2024-07,榕川市,自营App,小家电,206465.84,17116.71,189349.13,142366.27,46982.86,6846.51,4772.40,2477.59,32886.36
2024-07,榕川市,自营小程序,厨房用品,64639.38,3367.06,61272.32,40105.41,21166.91,1879.23,4520.20,646.39,14121.09
2024-07,榕川市,自营小程序,收纳用品,51246.28,3108.98,48137.30,28377.05,19760.25,1489.86,3535.65,512.46,14222.28
2024-07,榕川市,自营小程序,清洁用品,44302.92,1888.10,42414.82,26027.01,16387.81,1287.99,4277.70,443.03,10379.09
2024-07,榕川市,自营小程序,小家电,131385.08,10931.43,120453.65,92571.02,27882.63,3819.69,3123.40,1313.85,19625.69
2024-07,榕川市,第三方平台,厨房用品,51673.32,2672.80,49000.52,30579.37,18421.15,1333.69,3424.10,4237.21,9426.15
2024-07,榕川市,第三方平台,收纳用品,42280.77,2569.08,39711.69,22193.35,17518.34,1091.27,2764.50,3467.02,10195.55
2024-07,榕川市,第三方平台,清洁用品,36459.98,1561.87,34898.11,20537.40,14360.71,941.03,3341.65,2989.72,7088.31
2024-07,榕川市,第三方平台,小家电,109860.46,9037.30,100823.16,73660.42,27162.74,2835.51,2468.65,9008.56,12850.02
2024-08,北辰市,自营App,厨房用品,105656.00,6643.44,99012.56,63334.83,35677.73,2924.18,8293.60,1267.87,23192.08
2024-08,北辰市,自营App,收纳用品,85459.40,6178.26,79281.14,46934.23,32346.91,2365.21,6680.80,1025.51,22275.39
2024-08,北辰市,自营App,清洁用品,71766.31,3707.86,68058.45,41395.13,26663.32,1986.23,7823.20,861.20,15992.69
2024-08,北辰市,自营App,小家电,219779.42,21453.86,198325.56,149203.48,49122.08,6082.71,5829.60,2637.35,34572.42
2024-08,北辰市,自营小程序,厨房用品,68444.63,4309.02,64135.61,41914.58,22221.03,1674.96,5488.00,684.45,14373.62
2024-08,北辰市,自营小程序,收纳用品,55500.44,4048.73,51451.71,31057.79,20393.92,1358.19,4390.40,555.00,14090.33
2024-08,北辰市,自营小程序,清洁用品,47229.29,2440.86,44788.43,27854.97,16933.46,1155.79,5264.00,472.29,10041.38
2024-08,北辰市,自营小程序,小家电,141076.41,13579.49,127496.92,98061.94,29434.98,3452.39,3824.80,1410.76,20747.03
2024-08,北辰市,第三方平台,厨房用品,57395.49,3605.72,53789.77,33612.89,20176.88,1277.99,4401.60,4706.43,9790.86
2024-08,北辰市,第三方平台,收纳用品,45965.31,3376.63,42588.68,24448.05,18140.63,1023.48,3455.20,3769.16,9892.79
2024-08,北辰市,第三方平台,清洁用品,39086.26,2014.33,37071.93,22042.95,15028.98,870.31,4149.60,3205.07,6804.00
2024-08,北辰市,第三方平台,小家电,113608.11,11144.60,102463.51,75495.13,26968.38,2529.64,2945.60,9315.87,12177.27
2024-08,云岭市,自营App,厨房用品,88188.76,5494.26,82694.50,52931.07,29763.43,2422.08,6977.60,1058.27,19305.48
2024-08,云岭市,自营App,收纳用品,73943.74,5406.00,68537.74,40590.67,27947.07,2030.85,5740.00,887.32,19288.90
2024-08,云岭市,自营App,清洁用品,63164.21,3298.42,59865.79,36142.82,23722.97,1734.79,6826.40,757.97,14403.81
2024-08,云岭市,自营App,小家电,188062.34,18378.68,169683.66,129589.69,40093.97,5165.08,5000.80,2256.75,27671.34
2024-08,云岭市,自营小程序,厨房用品,60493.20,3834.13,56659.07,36823.60,19835.47,1448.10,4855.20,604.93,12927.24
2024-08,云岭市,自营小程序,收纳用品,47601.64,3439.37,44162.27,26505.06,17657.21,1139.50,3757.60,476.02,12284.09
2024-08,云岭市,自营小程序,清洁用品,41068.40,2128.94,38939.46,24065.11,14874.35,983.10,4569.60,410.68,8910.97
2024-08,云岭市,自营小程序,小家电,123928.36,12177.80,111750.56,87383.57,24366.99,2966.63,3388.00,1239.28,16773.08
2024-08,云岭市,第三方平台,厨房用品,49269.72,3062.28,46207.44,28689.48,17517.96,1111.54,3780.00,4040.12,8586.30
2024-08,云岭市,第三方平台,收纳用品,38439.42,2811.07,35628.35,20530.18,15098.17,867.20,2923.20,3152.03,8155.74
2024-08,云岭市,第三方平台,清洁用品,32691.98,1706.77,30985.21,18147.57,12837.64,737.54,3444.00,2680.74,5975.36
2024-08,云岭市,第三方平台,小家电,98111.68,9649.04,88462.64,65444.60,23018.04,2213.42,2542.40,8045.16,10217.06
2024-08,东澜市,自营App,厨房用品,149806.75,7834.60,141972.15,90427.75,51544.40,5103.22,10655.50,1797.68,33988.00
2024-08,东澜市,自营App,收纳用品,116113.63,7013.87,109099.76,63132.08,45967.68,3955.45,8186.05,1393.36,32432.82
2024-08,东澜市,自营App,清洁用品,103209.75,4439.83,98769.92,58794.61,39975.31,3515.88,10125.25,1238.52,25095.66
2024-08,东澜市,自营App,小家电,303711.31,25111.55,278599.76,208587.96,70011.80,10346.03,7322.50,3644.54,48698.73
2024-08,东澜市,自营小程序,厨房用品,97797.61,4988.23,92809.38,60380.97,32428.41,2860.62,7064.95,977.98,21524.86
2024-08,东澜市,自营小程序,收纳用品,79947.22,4847.29,75099.93,44037.60,31062.33,2338.48,5696.40,799.47,22227.98
2024-08,东澜市,自营小程序,清洁用品,67255.38,2866.40,64388.98,39217.56,25171.42,1967.24,6746.80,672.55,15784.83
2024-08,东澜市,自营小程序,小家电,201430.63,16651.24,184779.39,141554.70,43224.69,5891.92,4989.40,2014.31,30329.06
2024-08,东澜市,第三方平台,厨房用品,79899.28,4176.89,75722.39,47002.66,28719.73,2077.41,5519.65,6551.74,14570.93
2024-08,东澜市,第三方平台,收纳用品,65734.89,3968.56,61766.33,34486.71,27279.62,1709.13,4444.00,5390.26,15736.23
2024-08,东澜市,第三方平台,清洁用品,55787.43,2393.07,53394.36,30573.76,22820.60,1450.49,5272.20,4574.57,11523.34
2024-08,东澜市,第三方平台,小家电,166549.02,13806.99,152742.03,110753.28,41988.75,4330.33,3893.55,13657.02,20107.85
2024-08,海岳市,自营App,厨房用品,129334.39,6818.14,122516.25,78510.63,44005.62,4354.86,9180.90,1552.01,28917.85
2024-08,海岳市,自营App,收纳用品,104041.57,6333.62,97707.95,56422.72,41285.23,3503.22,7246.75,1248.50,29286.76
2024-08,海岳市,自营App,清洁用品,92392.36,3960.18,88432.18,52898.87,35533.31,3110.97,9069.80,1108.71,22243.83
2024-08,海岳市,自营App,小家电,264877.06,21602.93,243274.13,182110.33,61163.80,8918.76,6352.90,3178.52,42713.62
2024-08,海岳市,自营小程序,厨房用品,85918.21,4491.20,81427.01,53273.85,28153.16,2457.94,6216.55,859.18,18619.49
2024-08,海岳市,自营小程序,收纳用品,68129.20,4195.03,63934.17,37857.99,26076.18,1949.03,4858.10,681.29,18587.76
2024-08,海岳市,自营小程序,清洁用品,58129.24,2513.82,55615.42,33980.62,21634.80,1662.96,5837.80,581.29,13552.75
2024-08,海岳市,自营小程序,小家电,172990.94,14297.03,158693.91,121714.65,36979.26,4948.91,4226.85,1729.91,26073.59
2024-08,海岳市,第三方平台,厨房用品,69965.37,3625.50,66339.87,41166.58,25173.29,1861.90,4817.70,5737.16,12756.53
2024-08,海岳市,第三方平台,收纳用品,54992.46,3384.62,51607.84,29052.46,22555.38,1463.45,3731.95,4509.38,12850.60
2024-08,海岳市,第三方平台,清洁用品,47150.05,2017.70,45132.35,26186.05,18946.30,1254.75,4469.25,3866.30,9356.00
2024-08,海岳市,第三方平台,小家电,140896.09,11671.99,129224.10,94619.05,34605.05,3749.49,3287.55,11553.48,16014.53
2024-08,南浦市,自营App,厨房用品,123308.30,6407.58,116900.72,74518.54,42382.18,4047.09,8400.20,1479.70,28455.19
2024-08,南浦市,自营App,收纳用品,99847.25,6086.70,93760.55,54286.19,39474.36,3277.08,6683.30,1198.17,28315.81
2024-08,南浦市,自营App,清洁用品,83690.31,3591.03,80099.28,48687.61,31411.67,2746.80,7949.15,1004.28,19711.44
2024-08,南浦市,自营App,小家电,247532.98,20246.85,227286.13,169007.63,58278.50,8124.26,5727.85,2970.40,41455.99
2024-08,南浦市,自营小程序,厨房用品,80836.80,4227.92,76608.88,50211.00,26397.88,2323.12,5679.35,808.37,17587.04
2024-08,南浦市,自营小程序,收纳用品,66140.65,4042.73,62097.92,36726.20,25371.72,1900.78,4534.75,661.41,18274.78
2024-08,南浦市,自营小程序,清洁用品,58424.31,2485.54,55938.77,34320.56,21618.21,1679.02,5548.40,584.24,13806.55
2024-08,南浦市,自营小程序,小家电,163088.47,13424.29,149664.18,113383.04,36281.14,4686.91,3826.65,1630.88,26136.70
2024-08,南浦市,第三方平台,厨房用品,63031.76,3309.11,59722.65,37258.78,22463.87,1670.37,4180.70,5168.60,11444.20
2024-08,南浦市,第三方平台,收纳用品,50080.41,3046.61,47033.80,26663.26,20370.54,1327.16,3293.15,4106.59,11643.64
2024-08,南浦市,第三方平台,清洁用品,43903.96,1882.92,42021.04,24718.70,17302.34,1163.48,4025.50,3600.12,8513.24
2024-08,南浦市,第三方平台,小家电,130055.91,10602.92,119452.99,85917.54,33535.45,3446.55,2895.45,10664.58,16528.87
2024-08,榕川市,自营App,厨房用品,99908.53,5249.94,94658.59,60119.02,34539.57,3343.32,6809.40,1198.90,23187.95
2024-08,榕川市,自营App,收纳用品,84527.86,5091.00,79436.86,45854.24,33582.62,2828.62,5659.95,1014.33,24079.72
2024-08,榕川市,自营App,清洁用品,70946.24,3078.71,67867.53,40609.39,27258.14,2374.13,6668.75,851.35,17363.91
2024-08,榕川市,自营App,小家电,210405.00,17324.50,193080.50,143088.52,49991.98,7040.94,4840.30,2524.86,35585.88
2024-08,榕川市,自营小程序,厨房用品,67948.05,3579.60,64368.45,41841.40,22527.05,1940.32,4704.50,679.48,15202.75
2024-08,榕川市,自营小程序,收纳用品,54949.61,3408.74,51540.87,30413.66,21127.21,1569.13,3753.90,549.50,15254.68
2024-08,榕川市,自营小程序,清洁用品,45704.26,1969.18,43735.08,26819.54,16915.54,1305.12,4437.75,457.04,10715.63
2024-08,榕川市,自营小程序,小家电,140616.80,11525.23,129091.57,97193.15,31898.42,4015.44,3293.15,1406.17,23183.66
2024-08,榕川市,第三方平台,厨房用品,55181.95,2866.97,52314.98,32280.62,20034.36,1443.94,3652.05,4524.92,10413.45
2024-08,榕川市,第三方平台,收纳用品,42918.92,2597.31,40321.61,22634.83,17686.78,1123.05,2803.30,3519.35,10241.08
2024-08,榕川市,第三方平台,清洁用品,37667.36,1630.21,36037.15,20902.64,15134.51,985.64,3453.20,3088.72,7606.95
2024-08,榕川市,第三方平台,小家电,111603.48,9228.01,102375.47,73869.18,28506.29,2920.31,2512.30,9151.49,13922.19
2024-09,北辰市,自营App,厨房用品,111160.67,6996.42,104164.25,67485.26,36678.99,3125.46,8713.60,1333.93,23506.00
2024-09,北辰市,自营App,收纳用品,88484.06,6403.72,82080.34,47764.79,34315.55,2487.87,6871.20,1061.81,23894.67
2024-09,北辰市,自营App,清洁用品,73662.21,3765.44,69896.77,42181.98,27714.79,2071.13,8086.40,883.95,16673.31
2024-09,北辰市,自营App,小家电,222123.68,21626.59,200497.09,154187.36,46309.73,6245.35,5919.20,2665.48,31479.70
2024-09,北辰市,自营小程序,厨房用品,75333.99,4758.55,70575.44,46886.86,23688.58,1796.95,6070.40,753.34,15067.89
2024-09,北辰市,自营小程序,收纳用品,60688.21,4403.98,56284.23,33374.79,22909.44,1447.60,4804.80,606.88,16050.16
2024-09,北辰市,自营小程序,清洁用品,51345.39,2627.18,48718.21,29761.85,18956.36,1224.75,5706.40,513.45,11511.76
2024-09,北辰市,自营小程序,小家电,146799.61,14511.42,132288.19,103950.14,28338.05,3501.62,3981.60,1468.00,19386.83
2024-09,北辰市,第三方平台,厨房用品,57423.83,3563.89,53859.94,34140.89,19719.05,1302.83,4446.40,4708.75,9261.07
2024-09,北辰市,第三方平台,收纳用品,45126.35,3269.22,41857.13,23583.59,18273.54,1023.82,3410.40,3700.36,10138.96
2024-09,北辰市,第三方平台,清洁用品,39737.73,2080.41,37657.32,21984.27,15673.05,901.57,4222.40,3258.49,7290.59
2024-09,北辰市,第三方平台,小家电,116737.66,11307.19,105430.47,78500.46,26930.01,2648.53,2996.00,9572.49,11712.99
2024-09,云岭市,自营App,厨房用品,94103.25,5855.89,88247.36,56296.27,31951.09,2592.17,7380.80,1129.24,20848.88
2024-09,云岭市,自营App,收纳用品,74408.70,5464.71,68943.99,40218.28,28725.71,2049.66,5768.00,892.90,20015.15
2024-09,云岭市,自营App,清洁用品,63283.55,3249.29,60034.26,36371.12,23663.14,1743.21,6882.40,759.40,14278.13
2024-09,云岭市,自营App,小家电,191727.17,18802.40,172924.77,133002.10,39922.67,5281.31,5129.60,2300.73,27211.03
2024-09,云岭市,自营小程序,厨房用品,60039.32,3767.81,56271.51,36683.02,19588.49,1464.21,4827.20,600.39,12696.69
2024-09,云岭市,自营小程序,收纳用品,47972.52,3540.48,44432.04,26543.40,17888.64,1169.93,3785.60,479.73,12453.38
2024-09,云岭市,自营小程序,清洁用品,40638.96,2090.51,38548.45,23754.34,14794.11,991.08,4474.40,406.39,8922.24
2024-09,云岭市,自营小程序,小家电,122083.10,11822.97,110260.13,86290.04,23970.09,2977.31,3326.40,1220.83,16445.55
2024-09,云岭市,第三方平台,厨房用品,49283.61,3038.43,46245.18,28681.64,17563.54,1084.50,3780.00,4041.26,8657.78
2024-09,云岭市,第三方平台,收纳用品,39855.06,2887.53,36967.53,20964.22,16003.31,877.02,3001.60,3268.11,8856.58
2024-09,云岭市,第三方平台,清洁用品,33570.30,1732.78,31837.52,18690.80,13146.72,738.73,3550.40,2752.76,6104.83
2024-09,云岭市,第三方平台,小家电,101175.23,10082.19,91093.04,68611.56,22481.48,2226.39,2643.20,8296.37,9315.52
2024-09,东澜市,自营App,厨房用品,159719.47,8185.43,151534.04,96554.94,54979.10,5359.21,11306.95,1916.63,36396.31
2024-09,东澜市,自营App,收纳用品,127163.20,7721.54,119441.66,68691.20,50750.46,4266.82,8928.40,1525.96,36029.28
2024-09,东澜市,自营App,清洁用品,104871.04,4485.53,100385.51,59813.62,40571.89,3518.83,10362.60,1258.45,25432.01
2024-09,东澜市,自营App,小家电,316439.00,26203.22,290235.78,219010.57,71225.21,10617.76,7635.60,3797.27,49174.58
2024-09,东澜市,自营小程序,厨房用品,98460.70,5109.05,93351.65,60752.33,32599.32,2797.74,7196.25,984.61,21620.72
2024-09,东澜市,自营小程序,收纳用品,81915.66,4980.18,76935.48,44911.59,32023.89,2327.62,5827.70,819.16,23049.41
2024-09,东澜市,自营小程序,清洁用品,67499.15,2872.60,64626.55,39126.86,25499.69,1917.98,6741.75,674.99,16164.97
2024-09,东澜市,自营小程序,小家电,209278.51,17241.46,192037.05,147222.49,44814.56,5946.62,5130.80,2092.79,31644.35
2024-09,东澜市,第三方平台,厨房用品,83812.62,4346.30,79466.32,49351.42,30114.90,2200.23,5858.00,6872.63,15184.04
2024-09,东澜市,第三方平台,收纳用品,68872.37,4211.47,64660.90,36109.84,28551.06,1808.02,4696.50,5647.53,16399.01
2024-09,东澜市,第三方平台,清洁用品,57465.74,2470.24,54995.50,31902.61,23092.89,1508.57,5479.25,4712.19,11392.88
2024-09,东澜市,第三方平台,小家电,168772.03,13986.12,154785.91,113004.39,41781.52,4430.55,3969.30,13839.31,19542.36
2024-09,海岳市,自营App,厨房用品,133434.82,6907.02,126527.80,81475.55,45052.25,4485.03,9483.90,1601.22,29482.10
2024-09,海岳市,自营App,收纳用品,107205.99,6506.72,100699.27,58457.44,42241.83,3603.43,7504.30,1286.47,29847.63
2024-09,海岳市,自营App,清洁用品,88260.51,3798.12,84462.39,50797.21,33665.18,2966.63,8625.40,1059.13,21014.02
2024-09,海岳市,自营App,小家电,267667.44,21894.64,245772.80,182767.61,63005.19,8996.88,6403.40,3212.01,44392.90
2024-09,海岳市,自营小程序,厨房用品,88120.11,4520.08,83600.03,54758.47,28841.56,2503.68,6428.65,881.20,19028.03
2024-09,海岳市,自营小程序,收纳用品,71295.69,4318.69,66977.00,39372.24,27604.76,2025.67,5060.10,712.96,19806.03
2024-09,海岳市,自营小程序,清洁用品,61065.76,2611.73,58454.03,36069.74,22384.29,1735.01,6095.35,610.66,13943.27
2024-09,海岳市,自营小程序,小家电,183678.89,14963.24,168715.65,128431.65,40284.00,5218.71,4509.65,1836.79,28718.85
2024-09,海岳市,第三方平台,厨房用品,73663.40,3809.49,69853.91,43765.57,26088.34,1888.41,5115.65,6040.40,13043.88
2024-09,海岳市,第三方平台,收纳用品,59803.90,3659.08,56144.82,31498.44,24646.38,1533.12,4050.10,4903.92,14159.24
2024-09,海岳市,第三方平台,清洁用品,51680.42,2194.74,49485.68,28881.94,20603.74,1324.87,4908.60,4237.79,10132.48
2024-09,海岳市,第三方平台,小家电,149585.01,12443.73,137141.28,99212.28,37929.00,3834.72,3504.70,12265.97,18323.61
2024-09,南浦市,自营App,厨房用品,122245.10,6475.75,115769.35,73971.63,41797.72,4121.74,8366.25,1466.94,27842.79
2024-09,南浦市,自营App,收纳用品,94402.39,5720.89,88681.50,50680.54,38000.96,3182.96,6363.20,1132.83,27321.97
2024-09,南浦市,自营App,清洁用品,81167.90,3498.65,77669.25,46817.55,30851.70,2736.74,7633.90,974.01,19507.05
2024-09,南浦市,自营App,小家电,243970.57,19942.38,224028.19,167737.98,56290.21,8225.96,5659.95,2927.65,39476.65
2024-09,南浦市,自营小程序,厨房用品,80580.68,4185.92,76394.76,49590.60,26804.16,2343.53,5592.05,805.81,18062.77
2024-09,南浦市,自营小程序,收纳用品,62867.52,3856.62,59010.90,34342.24,24668.66,1828.37,4326.20,628.68,17885.41
2024-09,南浦市,自营小程序,清洁用品,54446.26,2365.01,52081.25,32159.63,19921.62,1583.46,5267.10,544.46,12526.60
2024-09,南浦市,自营小程序,小家电,161789.70,13030.67,148759.03,114042.37,34716.66,4705.33,3836.35,1617.90,24557.08
2024-09,南浦市,第三方平台,厨房用品,68245.04,3562.91,64682.13,40094.37,24587.76,1797.89,4539.60,5596.09,12654.18
2024-09,南浦市,第三方平台,收纳用品,54946.25,3409.87,51536.38,28574.06,22962.32,1447.53,3559.90,4505.59,13449.30
2024-09,南浦市,第三方平台,清洁用品,45548.90,1953.18,43595.72,25498.54,18097.18,1199.97,4185.55,3735.01,8976.65
2024-09,南浦市,第三方平台,小家电,135486.14,11016.37,124469.77,90239.23,34230.54,3569.33,3021.55,11109.86,16529.80
2024-09,榕川市,自营App,厨房用品,105196.85,5509.02,99687.83,63242.31,36445.52,3505.85,7197.40,1262.36,24479.91
2024-09,榕川市,自营App,收纳用品,84830.24,5119.22,79711.02,45790.86,33920.16,2827.10,5703.60,1017.96,24371.50
2024-09,榕川市,自营App,清洁用品,73154.09,3173.60,69980.49,42055.14,27925.35,2437.98,6872.45,877.85,17737.07
2024-09,榕川市,自营App,小家电,213526.34,17465.36,196060.98,146534.77,49526.21,7116.11,4903.35,2562.32,34944.43
2024-09,榕川市,自营小程序,厨房用品,70297.97,3662.02,66635.95,42983.25,23652.70,2007.83,4908.20,702.98,16033.69
2024-09,榕川市,自营小程序,收纳用品,54181.95,3349.16,50832.79,29890.22,20942.57,1547.53,3705.40,541.82,15147.82
2024-09,榕川市,自营小程序,清洁用品,46117.69,1953.26,44164.43,26994.77,17169.66,1317.20,4437.75,461.18,10953.53
2024-09,榕川市,自营小程序,小家电,139604.21,11391.16,128213.05,97478.51,30734.54,3987.33,3268.90,1396.04,22082.27
2024-09,榕川市,第三方平台,厨房用品,58254.43,3062.05,55192.38,34145.76,21046.62,1511.33,3880.00,4776.86,10878.43
2024-09,榕川市,第三方平台,收纳用品,47153.22,2880.08,44273.14,24691.58,19581.56,1223.32,3070.05,3866.56,11421.63
2024-09,榕川市,第三方平台,清洁用品,40177.26,1729.62,38447.64,22456.93,15990.71,1042.34,3695.70,3294.54,7958.13
