month,city,sales_channel,traffic_source,customer_type,visit_users,product_detail_users,paying_customers
2024-08,南浦市,自营App,付费投放,老客户,5431,2797,403
2024-08,南浦市,自营App,私域触达,老客户,3491,2568,606
2024-08,南浦市,自营App,内容合作,老客户,2134,1315,232
2024-08,南浦市,自营小程序,自然流量,新客户,8860,5640,920
2024-08,南浦市,自营小程序,付费投放,新客户,5769,2794,328
2024-08,南浦市,自营小程序,私域触达,新客户,3709,2555,492
2024-08,南浦市,自营小程序,自然流量,老客户,6380,4418,875
2024-08,南浦市,自营小程序,付费投放,老客户,4154,2114,301
2024-08,南浦市,自营小程序,私域触达,老客户,2671,1911,447
2024-08,南浦市,第三方平台,自然流量,新客户,7404,4706,814
2024-08,南浦市,第三方平台,付费投放,新客户,4822,2350,292
2024-08,南浦市,第三方平台,内容合作,新客户,1894,1091,166
2024-08,南浦市,第三方平台,自然流量,老客户,5507,3682,765
2024-08,南浦市,第三方平台,付费投放,老客户,3586,1835,274
2024-08,南浦市,第三方平台,内容合作,老客户,1409,851,156
2024-08,榕川市,自营App,自然流量,新客户,9816,6431,1042
2024-08,榕川市,自营App,付费投放,新客户,6391,3094,361
2024-08,榕川市,自营App,私域触达,新客户,4109,2804,536
2024-08,榕川市,自营App,内容合作,新客户,2511,1407,201
2024-08,榕川市,自营App,自然流量,老客户,7099,4753,943
2024-08,榕川市,自营App,付费投放,老客户,4623,2428,347
2024-08,榕川市,自营App,私域触达,老客户,2972,2128,498
2024-08,榕川市,自营App,内容合作,老客户,1816,1089,190
2024-08,榕川市,自营小程序,自然流量,新客户,7299,4666,751
2024-08,榕川市,自营小程序,付费投放,新客户,4753,2263,262
2024-08,榕川市,自营小程序,私域触达,新客户,3056,2072,394
2024-08,榕川市,自营小程序,自然流量,老客户,5406,3706,734
2024-08,榕川市,自营小程序,付费投放,老客户,3521,1867,266
2024-08,榕川市,自营小程序,私域触达,老客户,2263,1599,373
2024-08,榕川市,第三方平台,自然流量,新客户,6412,4122,713
2024-08,榕川市,第三方平台,付费投放,新客户,4175,2007,250
2024-08,榕川市,第三方平台,内容合作,新客户,1640,937,142
2024-08,榕川市,第三方平台,自然流量,老客户,4575,3158,663
2024-08,榕川市,第三方平台,付费投放,老客户,2979,1519,229
2024-08,榕川市,第三方平台,内容合作,老客户,1171,703,130
2024-09,北辰市,自营App,自然流量,新客户,10768,7049,1131
2024-09,北辰市,自营App,付费投放,新客户,7011,3283,379
2024-09,北辰市,自营App,私域触达,新客户,4507,3125,591
2024-09,北辰市,自营App,内容合作,新客户,2755,1593,225
2024-09,北辰市,自营App,自然流量,老客户,7314,5024,1000
2024-09,北辰市,自营App,付费投放,老客户,4762,2478,355
2024-09,北辰市,自营App,私域触达,老客户,3062,2220,522
2024-09,北辰市,自营App,内容合作,老客户,1871,1146,201
2024-09,北辰市,自营小程序,自然流量,新客户,7868,5070,836
2024-09,北辰市,自营小程序,付费投放,新客户,5123,2472,294
2024-09,北辰市,自营小程序,私域触达,新客户,3294,2257,439
2024-09,北辰市,自营小程序,自然流量,老客户,5837,3986,794
2024-09,北辰市,自营小程序,付费投放,老客户,3801,1959,281
2024-09,北辰市,自营小程序,私域触达,老客户,2443,1753,412
2024-09,北辰市,第三方平台,自然流量,新客户,6982,4375,765
2024-09,北辰市,第三方平台,付费投放,新客户,4546,2181,274
2024-09,北辰市,第三方平台,内容合作,新客户,1786,1014,156
2024-09,北辰市,第三方平台,自然流量,老客户,4806,3207,675
2024-09,北辰市,第三方平台,付费投放,老客户,3130,1658,251
2024-09,北辰市,第三方平台,内容合作,老客户,1229,737,136
2024-09,云岭市,自营App,自然流量,新客户,8742,5491,892
2024-09,云岭市,自营App,付费投放,新客户,5692,2794,327
2024-09,云岭市,自营App,私域触达,新客户,3659,2487,477
2024-09,云岭市,自营App,内容合作,新客户,2236,1305,186
2024-09,云岭市,自营App,自然流量,老客户,6401,4378,887
2024-09,云岭市,自营App,付费投放,老客户,4168,2162,315
2024-09,云岭市,自营App,私域触达,老客户,2680,1947,465
2024-09,云岭市,自营App,内容合作,老客户,1637,977,174
2024-09,云岭市,自营小程序,自然流量,新客户,6695,4314,690
2024-09,云岭市,自营小程序,付费投放,新客户,4359,2094,241
2024-09,云岭市,自营小程序,私域触达,新客户,2802,1944,367
2024-09,云岭市,自营小程序,自然流量,老客户,4658,3186,619
2024-09,云岭市,自营小程序,付费投放,老客户,3033,1542,216
2024-09,云岭市,自营小程序,私域触达,老客户,1950,1374,315
2024-09,云岭市,第三方平台,自然流量,新客户,5732,3635,633
2024-09,云岭市,第三方平台,付费投放,新客户,3733,1784,223
2024-09,云岭市,第三方平台,内容合作,新客户,1466,821,126
2024-09,云岭市,第三方平台,自然流量,老客户,4149,2846,604
2024-09,云岭市,第三方平台,付费投放,老客户,2702,1439,220
2024-09,云岭市,第三方平台,内容合作,老客户,1061,636,119
2024-09,东澜市,自营App,自然流量,新客户,15112,9721,1604
2024-09,东澜市,自营App,付费投放,新客户,9841,4805,571
2024-09,东澜市,自营App,私域触达,新客户,6326,4268,831
2024-09,东澜市,自营App,内容合作,新客户,3866,2160,314
2024-09,东澜市,自营App,自然流量,老客户,10673,7428,1457
2024-09,东澜市,自营App,付费投放,老客户,6950,3576,505
2024-09,东澜市,自营App,私域触达,老客户,4467,3239,749
2024-09,东澜市,自营App,内容合作,老客户,2730,1634,282
2024-09,东澜市,自营小程序,自然流量,新客户,10878,7133,1149
2024-09,东澜市,自营小程序,付费投放,新客户,7083,3378,392
2024-09,东澜市,自营小程序,私域触达,新客户,4553,3070,583
2024-09,东澜市,自营小程序,自然流量,老客户,7815,5345,1058
2024-09,东澜市,自营小程序,付费投放,老客户,5089,2646,377
2024-09,东澜市,自营小程序,私域触达,老客户,3271,2365,552
2024-09,东澜市,第三方平台,自然流量,新客户,9947,6287,1088
2024-09,东澜市,第三方平台,付费投放,新客户,6477,3102,386
2024-09,东澜市,第三方平台,内容合作,新客户,2545,1481,226
2024-09,东澜市,第三方平台,自然流量,老客户,6936,4815,1033
2024-09,东澜市,第三方平台,付费投放,老客户,4517,2332,360
2024-09,东澜市,第三方平台,内容合作,老客户,1774,1075,203
2024-09,海岳市,自营App,自然流量,新客户,12718,8261,1330
2024-09,海岳市,自营App,付费投放,新客户,8282,3996,463
2024-09,海岳市,自营App,私域触达,新客户,5324,3604,685
2024-09,海岳市,自营App,内容合作,新客户,3254,1888,268
2024-09,海岳市,自营App,自然流量,老客户,9041,6195,1231
2024-09,海岳市,自营App,付费投放,老客户,5887,3031,433
2024-09,海岳市,自营App,私域触达,老客户,3785,2668,625
2024-09,海岳市,自营App,内容合作,老客户,2313,1399,245
2024-09,海岳市,自营小程序,自然流量,新客户,9607,6296,1034
2024-09,海岳市,自营小程序,付费投放,新客户,6256,3066,363
2024-09,海岳市,自营小程序,私域触达,新客户,4022,2775,538
2024-09,海岳市,自营小程序,自然流量,老客户,6917,4648,910
2024-09,海岳市,自营小程序,付费投放,老客户,4504,2285,322
2024-09,海岳市,自营小程序,私域触达,老客户,2895,2094,483
2024-09,海岳市,第三方平台,自然流量,新客户,8440,5503,971
2024-09,海岳市,第三方平台,付费投放,新客户,5495,2703,343
2024-09,海岳市,第三方平台,内容合作,新客户,2159,1257,195
2024-09,海岳市,第三方平台,自然流量,老客户,6127,4252,908
2024-09,海岳市,第三方平台,付费投放,老客户,3989,2031,312
2024-09,海岳市,第三方平台,内容合作,老客户,1567,958,180
2024-09,南浦市,自营App,自然流量,新客户,11585,7459,1203
2024-09,南浦市,自营App,付费投放,新客户,7544,3625,421
2024-09,南浦市,自营App,私域触达,新客户,4850,3295,627
2024-09,南浦市,自营App,内容合作,新客户,2964,1675,238
2024-09,南浦市,自营App,自然流量,老客户,8238,5605,1122
2024-09,南浦市,自营App,付费投放,老客户,5364,2757,397
2024-09,南浦市,自营App,私域触达,老客户,3448,2447,578
2024-09,南浦市,自营App,内容合作,老客户,2107,1260,222
2024-09,南浦市,自营小程序,自然流量,新客户,8604,5538,878
2024-09,南浦市,自营小程序,付费投放,新客户,5602,2686,306
2024-09,南浦市,自营小程序,私域触达,新客户,3602,2425,454
2024-09,南浦市,自营小程序,自然流量,老客户,6449,4468,871
2024-09,南浦市,自营小程序,付费投放,老客户,4200,2132,299
2024-09,南浦市,自营小程序,私域触达,老客户,2700,1949,449
2024-09,南浦市,第三方平台,自然流量,新客户,7941,4979,858
2024-09,南浦市,第三方平台,付费投放,新客户,5171,2440,303
2024-09,南浦市,第三方平台,内容合作,新客户,2031,1152,174
2024-09,南浦市,第三方平台,自然流量,老客户,5662,3924,831
2024-09,南浦市,第三方平台,付费投放,老客户,3687,1880,287
2024-09,南浦市,第三方平台,内容合作,老客户,1448,900,168
2024-09,榕川市,自营App,自然流量,新客户,9784,6372,1040
2024-09,榕川市,自营App,付费投放,新客户,6371,3036,357
2024-09,榕川市,自营App,私域触达,新客户,4096,2854,549
2024-09,榕川市,自营App,内容合作,新客户,2503,1458,209
2024-09,榕川市,自营App,自然流量,老客户,7456,4956,982
2024-09,榕川市,自营App,付费投放,老客户,4855,2573,367
2024-09,榕川市,自营App,私域触达,老客户,3121,2281,534
2024-09,榕川市,自营App,内容合作,老客户,1907,1136,198
2024-09,榕川市,自营小程序,自然流量,新客户,7513,4869,784
2024-09,榕川市,自营小程序,付费投放,新客户,4893,2373,275
2024-09,榕川市,自营小程序,私域触达,新客户,3145,2175,413
2024-09,榕川市,自营小程序,自然流量,老客户,5235,3642,714
2024-09,榕川市,自营小程序,付费投放,老客户,3409,1801,254
2024-09,榕川市,自营小程序,私域触达,老客户,2192,1540,356
2024-09,榕川市,第三方平台,自然流量,新客户,6820,4342,760
2024-09,榕川市,第三方平台,付费投放,新客户,4441,2105,266
2024-09,榕川市,第三方平台,内容合作,新客户,1745,1001,154
2024-09,榕川市,第三方平台,自然流量,老客户,4750,3301,710
2024-09,榕川市,第三方平台,付费投放,老客户,3093,1571,243
2024-09,榕川市,第三方平台,内容合作,老客户,1215,755,143
2024-10,北辰市,自营App,自然流量,新客户,11221,7270,1195
2024-10,北辰市,自营App,付费投放,新客户,7307,3576,423
2024-10,北辰市,自营App,私域触达,新客户,4697,3201,621
2024-10,北辰市,自营App,内容合作,新客户,2871,1662,240
2024-10,北辰市,自营App,自然流量,老客户,7910,5290,1053
2024-10,北辰市,自营App,付费投放,老客户,5151,2737,393
2024-10,北辰市,自营App,私域触达,老客户,3311,2431,571
2024-10,北辰市,自营App,内容合作,老客户,2023,1238,217
2024-10,北辰市,自营小程序,自然流量,新客户,8019,5173,848
2024-10,北辰市,自营小程序,付费投放,新客户,5221,2527,299
2024-10,北辰市,自营小程序,私域触达,新客户,3357,2244,434
2024-10,北辰市,自营小程序,自然流量,老客户,5793,3905,768
2024-10,北辰市,自营小程序,付费投放,老客户,3773,1943,275
2024-10,北辰市,自营小程序,私域触达,老客户,2425,1713,397
2024-10,北辰市,第三方平台,自然流量,新客户,7280,4663,793
2024-10,北辰市,第三方平台,付费投放,新客户,4740,2278,279
2024-10,北辰市,第三方平台,内容合作,新客户,1862,1080,162
2024-10,北辰市,第三方平台,自然流量,老客户,5270,3497,753
2024-10,北辰市,第三方平台,付费投放,老客户,3432,1741,270
2024-10,北辰市,第三方平台,内容合作,老客户,1348,831,157
2024-10,云岭市,自营App,自然流量,新客户,9194,5877,954
2024-10,云岭市,自营App,付费投放,新客户,5987,2896,338
2024-10,云岭市,自营App,私域触达,新客户,3849,2677,513
2024-10,云岭市,自营App,内容合作,新客户,2352,1324,189
2024-10,云岭市,自营App,自然流量,老客户,6764,4521,904
2024-10,云岭市,自营App,付费投放,老客户,4404,2312,333
2024-10,云岭市,自营App,私域触达,老客户,2831,1998,471
2024-10,云岭市,自营App,内容合作,老客户,1730,1077,190
2024-10,云岭市,自营小程序,自然流量,新客户,7098,4570,740
2024-10,云岭市,自营小程序,付费投放,新客户,4622,2178,254
2024-10,云岭市,自营小程序,私域触达,新客户,2971,2007,383
2024-10,云岭市,自营小程序,自然流量,老客户,5003,3399,674
2024-10,云岭市,自营小程序,付费投放,老客户,3258,1657,236
2024-10,云岭市,自营小程序,私域触达,老客户,2094,1512,354
2024-10,云岭市,第三方平台,自然流量,新客户,6166,4010,691
2024-10,云岭市,第三方平台,付费投放,新客户,4015,1891,234
2024-10,云岭市,第三方平台,内容合作,新客户,1578,898,136
2024-10,云岭市,第三方平台,自然流量,老客户,4505,3099,655
2024-10,云岭市,第三方平台,付费投放,老客户,2934,1526,232
2024-10,云岭市,第三方平台,内容合作,老客户,1153,702,131
2024-10,东澜市,自营App,自然流量,新客户,15101,9444,1551
2024-10,东澜市,自营App,付费投放,新客户,9833,4782,566
2024-10,东澜市,自营App,私域触达,新客户,6322,4352,844
2024-10,东澜市,自营App,内容合作,新客户,3863,2162,312
2024-10,东澜市,自营App,自然流量,老客户,11416,7908,1557
2024-10,东澜市,自营App,付费投放,老客户,7434,3799,539
2024-10,东澜市,自营App,私域触达,老客户,4779,3394,789
2024-10,东澜市,自营App,内容合作,老客户,2920,1764,306
2024-10,东澜市,自营小程序,自然流量,新客户,11388,7223,1169
2024-10,东澜市,自营小程序,付费投放,新客户,7415,3628,423
2024-10,东澜市,自营小程序,私域触达,新客户,4767,3257,622
2024-10,东澜市,自营小程序,自然流量,老客户,8410,5710,1131
2024-10,东澜市,自营小程序,付费投放,老客户,5476,2826,403
2024-10,东澜市,自营小程序,私域触达,老客户,3521,2510,586
2024-10,东澜市,第三方平台,自然流量,新客户,10072,6589,1145
2024-10,东澜市,第三方平台,付费投放,新客户,6558,3222,403
2024-10,东澜市,第三方平台,内容合作,新客户,2576,1457,223
2024-10,东澜市,第三方平台,自然流量,老客户,7110,4883,1005
2024-10,东澜市,第三方平台,付费投放,老客户,4629,2397,355
2024-10,东澜市,第三方平台,内容合作,老客户,1819,1137,206
2024-10,海岳市,自营App,自然流量,新客户,13324,8382,1357
2024-10,海岳市,自营App,付费投放,新客户,8676,4091,477
2024-10,海岳市,自营App,私域触达,新客户,5578,3757,718
2024-10,海岳市,自营App,内容合作,新客户,3409,1987,283
2024-10,海岳市,自营App,自然流量,老客户,9502,6309,1268
2024-10,海岳市,自营App,付费投放,老客户,6187,3246,470
2024-10,海岳市,自营App,私域触达,老客户,3977,2889,685
2024-10,海岳市,自营App,内容合作,老客户,2431,1450,256
2024-10,海岳市,自营小程序,自然流量,新客户,9665,6269,1015
2024-10,海岳市,自营小程序,付费投放,新客户,6293,3070,358
2024-10,海岳市,自营小程序,私域触达,新客户,4046,2736,522
2024-10,海岳市,自营小程序,自然流量,老客户,7001,4801,954
2024-10,海岳市,自营小程序,付费投放,老客户,4559,2374,340
2024-10,海岳市,自营小程序,私域触达,老客户,2931,2133,500
2024-10,海岳市,第三方平台,自然流量,新客户,8696,5472,960
2024-10,海岳市,第三方平台,付费投放,新客户,5663,2725,344
2024-10,海岳市,第三方平台,内容合作,新客户,2225,1272,196
2024-10,海岳市,第三方平台,自然流量,老客户,6130,4188,898
2024-10,海岳市,第三方平台,付费投放,老客户,3992,2076,321
2024-10,海岳市,第三方平台,内容合作,老客户,1568,951,179
2024-10,南浦市,自营App,自然流量,新客户,12122,7711,1255
2024-10,南浦市,自营App,付费投放,新客户,7894,3745,439
2024-10,南浦市,自营App,私域触达,新客户,5074,3377,649
2024-10,南浦市,自营App,内容合作,新客户,3101,1787,256
2024-10,南浦市,自营App,自然流量,老客户,8817,5963,1186
2024-10,南浦市,自营App,付费投放,老客户,5742,2980,427
2024-10,南浦市,自营App,私域触达,老客户,3691,2601,610
2024-10,南浦市,自营App,内容合作,老客户,2256,1386,243
2024-10,南浦市,自营小程序,自然流量,新客户,9182,5889,947
2024-10,南浦市,自营小程序,付费投放,新客户,5979,2912,337
2024-10,南浦市,自营小程序,私域触达,新客户,3844,2663,506
2024-10,南浦市,自营小程序,自然流量,老客户,6565,4483,883
2024-10,南浦市,自营小程序,付费投放,老客户,4275,2260,320
2024-10,南浦市,自营小程序,私域触达,老客户,2748,1963,456
2024-10,南浦市,第三方平台,自然流量,新客户,8284,5352,904
2024-10,南浦市,第三方平台,付费投放,新客户,5394,2583,314
2024-10,南浦市,第三方平台,内容合作,新客户,2119,1193,177
2024-10,南浦市,第三方平台,自然流量,老客户,5969,4054,856
2024-10,南浦市,第三方平台,付费投放,老客户,3887,1984,302
2024-10,南浦市,第三方平台,内容合作,老客户,1527,909,169
2024-10,榕川市,自营App,自然流量,新客户,10682,6763,1117
2024-10,榕川市,自营App,付费投放,新客户,6956,3304,393
2024-10,榕川市,自营App,私域触达,新客户,4471,3016,588
2024-10,榕川市,自营App,内容合作,新客户,2733,1559,227
2024-10,榕川市,自营App,自然流量,老客户,7370,5065,981
2024-10,榕川市,自营App,付费投放,老客户,4799,2467,344
2024-10,榕川市,自营App,私域触达,老客户,3085,2258,516
2024-10,榕川市,自营App,内容合作,老客户,1886,1124,191
2024-10,榕川市,自营小程序,自然流量,新客户,7681,4970,806
2024-10,榕川市,自营小程序,付费投放,新客户,5001,2446,285
2024-10,榕川市,自营小程序,私域触达,新客户,3215,2237,428
2024-10,榕川市,自营小程序,自然流量,老客户,5557,3743,724
2024-10,榕川市,自营小程序,付费投放,老客户,3619,1884,262
2024-10,榕川市,自营小程序,私域触达,老客户,2326,1654,377
2024-10,榕川市,第三方平台,自然流量,新客户,6703,4345,765
2024-10,榕川市,第三方平台,付费投放,新客户,4364,2059,261
2024-10,榕川市,第三方平台,内容合作,新客户,1715,978,151
2024-10,榕川市,第三方平台,自然流量,老客户,5058,3455,733
2024-10,榕川市,第三方平台,付费投放,老客户,3294,1753,268
2024-10,榕川市,第三方平台,内容合作,老客户,1294,801,150
2024-11,北辰市,自营App,自然流量,新客户,13322,8479,1369
2024-11,北辰市,自营App,付费投放,新客户,8675,4105,477
2024-11,北辰市,自营App,私域触达,新客户,5576,3826,729
2024-11,北辰市,自营App,内容合作,新客户,3408,1905,271
2024-11,北辰市,自营App,自然流量,老客户,9650,6567,1324
2024-11,北辰市,自营App,付费投放,老客户,6284,3320,482
2024-11,北辰市,自营App,私域触达,老客户,4039,2939,700
2024-11,北辰市,自营App,内容合作,老客户,2469,1540,273
2024-11,北辰市,自营小程序,自然流量,新客户,9718,6167,1011
2024-11,北辰市,自营小程序,付费投放,新客户,6328,3018,356
2024-11,北辰市,自营小程序,私域触达,新客户,4068,2800,542
2024-11,北辰市,自营小程序,自然流量,老客户,7359,5070,990
2024-11,北辰市,自营小程序,付费投放,老客户,4792,2441,343
2024-11,北辰市,自营小程序,私域触达,老客户,3080,2178,502
2024-11,北辰市,第三方平台,自然流量,新客户,8791,5603,968
2024-11,北辰市,第三方平台,付费投放,新客户,5725,2749,342
2024-11,北辰市,第三方平台,内容合作,新客户,2249,1266,193
2024-11,北辰市,第三方平台,自然流量,老客户,6179,4303,907
2024-11,北辰市,第三方平台,付费投放,老客户,4023,2099,319
2024-11,北辰市,第三方平台,内容合作,老客户,1581,982,182
2024-11,云岭市,自营App,自然流量,新客户,11500,7320,1170
2024-11,云岭市,自营App,付费投放,新客户,7489,3654,420
2024-11,云岭市,自营App,私域触达,新客户,4814,3321,626
2024-11,云岭市,自营App,内容合作,新客户,2942,1681,236
2024-11,云岭市,自营App,自然流量,老客户,8403,5661,1115
2024-11,云岭市,自营App,付费投放,老客户,5472,2891,410
2024-11,云岭市,自营App,私域触达,老客户,3517,2480,576
2024-11,云岭市,自营App,内容合作,老客户,2150,1341,233
2024-11,云岭市,自营小程序,自然流量,新客户,8653,5655,911
2024-11,云岭市,自营小程序,付费投放,新客户,5634,2649,307
2024-11,云岭市,自营小程序,私域触达,新客户,3622,2454,467
2024-11,云岭市,自营小程序,自然流量,老客户,6223,4317,847
2024-11,云岭市,自营小程序,付费投放,老客户,4052,2056,290
2024-11,云岭市,自营小程序,私域触达,老客户,2605,1911,442
2024-11,云岭市,第三方平台,自然流量,新客户,7652,4775,843
2024-11,云岭市,第三方平台,付费投放,新客户,4982,2387,304
2024-11,云岭市,第三方平台,内容合作,新客户,1957,1112,173
2024-11,云岭市,第三方平台,自然流量,老客户,5220,3568,752
2024-11,云岭市,第三方平台,付费投放,老客户,3399,1780,270
2024-11,云岭市,第三方平台,内容合作,老客户,1336,816,151
2024-11,东澜市,自营App,自然流量,新客户,18769,11826,1940
2024-11,东澜市,自营App,付费投放,新客户,12221,5889,696
2024-11,东澜市,自营App,私域触达,新客户,7857,5311,1028
2024-11,东澜市,自营App,内容合作,新客户,4801,2742,396
2024-11,东澜市,自营App,自然流量,老客户,13475,9154,1840
2024-11,东澜市,自营App,付费投放,老客户,8775,4591,664
2024-11,东澜市,自营App,私域触达,老客户,5641,4055,962
2024-11,东澜市,自营App,内容合作,老客户,3447,2101,371
2024-11,东澜市,自营小程序,自然流量,新客户,14135,8922,1447
2024-11,东澜市,自营小程序,付费投放,新客户,9204,4508,526
2024-11,东澜市,自营小程序,私域触达,新客户,5917,4073,780
2024-11,东澜市,自营小程序,自然流量,老客户,9940,6638,1333
2024-11,东澜市,自营小程序,付费投放,老客户,6472,3312,479
2024-11,东澜市,自营小程序,私域触达,老客户,4161,3020,716
2024-11,东澜市,第三方平台,自然流量,新客户,12451,7832,1349
2024-11,东澜市,第三方平台,付费投放,新客户,8108,3972,492
2024-11,东澜市,第三方平台,内容合作,新客户,3185,1847,280
2024-11,东澜市,第三方平台,自然流量,老客户,9248,6367,1324
2024-11,东澜市,第三方平台,付费投放,老客户,6022,3125,468
2024-11,东澜市,第三方平台,内容合作,老客户,2366,1454,266
2024-11,海岳市,自营App,自然流量,新客户,15993,10415,1681
2024-11,海岳市,自营App,付费投放,新客户,10414,5074,589
2024-11,海岳市,自营App,私域触达,新客户,6695,4625,881
2024-11,海岳市,自营App,内容合作,新客户,4091,2343,333
2024-11,海岳市,自营App,自然流量,老客户,11841,8249,1626
2024-11,海岳市,自营App,付费投放,老客户,7710,3921,556
2024-11,海岳市,自营App,私域触达,老客户,4957,3532,822
2024-11,海岳市,自营App,内容合作,老客户,3029,1870,324
2024-11,海岳市,自营小程序,自然流量,新客户,12460,8036,1278
2024-11,海岳市,自营小程序,付费投放,新客户,8114,3826,438
2024-11,海岳市,自营小程序,私域触达,新客户,5216,3595,674
2024-11,海岳市,自营小程序,自然流量,老客户,8749,5880,1135
2024-11,海岳市,自营小程序,付费投放,老客户,5697,2953,410
2024-11,海岳市,自营小程序,私域触达,老客户,3662,2573,586
2024-11,海岳市,第三方平台,自然流量,新客户,10843,7072,1229
2024-11,海岳市,第三方平台,付费投放,新客户,7060,3304,414
2024-11,海岳市,第三方平台,内容合作,新客户,2774,1583,242
2024-11,海岳市,第三方平台,自然流量,老客户,7625,5238,1095
2024-11,海岳市,第三方平台,付费投放,老客户,4965,2531,381
2024-11,海岳市,第三方平台,内容合作,老客户,1951,1191,219
2024-11,南浦市,自营App,自然流量,新客户,15052,9483,1571
2024-11,南浦市,自营App,付费投放,新客户,9802,4771,569
2024-11,南浦市,自营App,私域触达,新客户,6301,4310,843
2024-11,南浦市,自营App,内容合作,新客户,3851,2156,314
2024-11,南浦市,自营App,自然流量,老客户,10795,7386,1483
2024-11,南浦市,自营App,付费投放,老客户,7029,3653,528
2024-11,南浦市,自营App,私域触达,老客户,4519,3318,786
2024-11,南浦市,自营App,内容合作,老客户,2762,1660,293
2024-11,南浦市,自营小程序,自然流量,新客户,11566,7550,1217
2024-11,南浦市,自营小程序,付费投放,新客户,7532,3652,424
2024-11,南浦市,自营小程序,私域触达,新客户,4842,3313,630
2024-11,南浦市,自营小程序,自然流量,老客户,7990,5386,1074
2024-11,南浦市,自营小程序,付费投放,老客户,5203,2659,381
2024-11,南浦市,自营小程序,私域触达,老客户,3344,2439,574
2024-11,南浦市,第三方平台,自然流量,新客户,9963,6347,1104
2024-11,南浦市,第三方平台,付费投放,新客户,6487,3164,396
2024-11,南浦市,第三方平台,内容合作,新客户,2549,1457,223
2024-11,南浦市,第三方平台,自然流量,老客户,6957,4716,999
2024-11,南浦市,第三方平台,付费投放,老客户,4530,2384,363
2024-11,南浦市,第三方平台,内容合作,老客户,1780,1096,204
2024-11,榕川市,自营App,自然流量,新客户,12476,7998,1297
2024-11,榕川市,自营App,付费投放,新客户,8124,3860,451
2024-11,榕川市,自营App,私域触达,新客户,5223,3585,686
2024-11,榕川市,自营App,内容合作,新客户,3192,1862,266
2024-11,榕川市,自营App,自然流量,老客户,9029,6188,1238
2024-11,榕川市,自营App,付费投放,老客户,5879,3111,448
2024-11,榕川市,自营App,私域触达,老客户,3780,2777,655
2024-11,榕川市,自营App,内容合作,老客户,2310,1390,245
2024-11,榕川市,自营小程序,自然流量,新客户,9471,6193,1001
2024-11,榕川市,自营小程序,付费投放,新客户,6167,3008,350
2024-11,榕川市,自营小程序,私域触达,新客户,3964,2677,510
2024-11,榕川市,自营小程序,自然流量,老客户,6842,4637,901
2024-11,榕川市,自营小程序,付费投放,老客户,4456,2285,320
2024-11,榕川市,自营小程序,私域触达,老客户,2864,2062,473
2024-11,榕川市,第三方平台,自然流量,新客户,8307,5426,956
2024-11,榕川市,第三方平台,付费投放,新客户,5409,2532,321
2024-11,榕川市,第三方平台,内容合作,新客户,2125,1207,187
2024-11,榕川市,第三方平台,自然流量,老客户,6187,4171,872
2024-11,榕川市,第三方平台,付费投放,老客户,4029,2113,318
2024-11,榕川市,第三方平台,内容合作,老客户,1583,956,176
2024-12,北辰市,自营App,自然流量,新客户,11680,7613,1246
2024-12,北辰市,自营App,付费投放,新客户,7606,3576,421
2024-12,北辰市,自营App,私域触达,新客户,4889,3276,633
2024-12,北辰市,自营App,内容合作,新客户,2988,1695,244
2024-12,北辰市,自营App,自然流量,老客户,8628,5759,1158
2024-12,北辰市,自营App,付费投放,老客户,5619,2897,420
2024-12,北辰市,自营App,私域触达,老客户,3612,2655,630
2024-12,北辰市,自营App,内容合作,老客户,2207,1349,239
2024-12,北辰市,自营小程序,自然流量,新客户,9103,5731,933
2024-12,北辰市,自营小程序,付费投放,新客户,5928,2851,334
2024-12,北辰市,自营小程序,私域触达,新客户,3811,2561,492
2024-12,北辰市,自营小程序,自然流量,老客户,6221,4297,844
2024-12,北辰市,自营小程序,付费投放,老客户,4051,2075,293
2024-12,北辰市,自营小程序,私域触达,老客户,2604,1829,424
2024-12,北辰市,第三方平台,自然流量,新客户,7955,5100,902
2024-12,北辰市,第三方平台,付费投放,新客户,5180,2445,312
2024-12,北辰市,第三方平台,内容合作,新客户,2035,1146,178
2024-12,北辰市,第三方平台,自然流量,老客户,5701,3894,813
2024-12,北辰市,第三方平台,付费投放,老客户,3712,1909,287
2024-12,北辰市,第三方平台,内容合作,老客户,1458,910,167
2024-12,云岭市,自营App,自然流量,新客户,10164,6587,1060
2024-12,云岭市,自营App,付费投放,新客户,6618,3186,369
2024-12,云岭市,自营App,私域触达,新客户,4255,2885,548
2024-12,云岭市,自营App,内容合作,新客户,2600,1459,206
2024-12,云岭市,自营App,自然流量,老客户,7356,5090,1020
2024-12,云岭市,自营App,付费投放,老客户,4790,2538,366
2024-12,云岭市,自营App,私域触达,老客户,3079,2268,536
2024-12,云岭市,自营App,内容合作,老客户,1882,1126,199
2024-12,云岭市,自营小程序,自然流量,新客户,7363,4724,760
2024-12,云岭市,自营小程序,付费投放,新客户,4795,2292,265
2024-12,云岭市,自营小程序,私域触达,新客户,3082,2101,399
2024-12,云岭市,自营小程序,自然流量,老客户,5258,3621,720
2024-12,云岭市,自营小程序,付费投放,老客户,3423,1811,259
2024-12,云岭市,自营小程序,私域触达,老客户,2201,1545,363
2024-12,云岭市,第三方平台,自然流量,新客户,6425,4191,721
2024-12,云岭市,第三方平台,付费投放,新客户,4184,2050,254
2024-12,云岭市,第三方平台,内容合作,新客户,1643,935,142
