month,city,warehouse,sku,active_flag,in_stock_flag,opening_inventory_units,inbound_units,units_sold,ending_inventory_units
2024-06,海岳市,东区仓,STO-CLOTH-08,1,1,310,437,335,412
2024-06,海岳市,东区仓,STO-SPACE-01,1,1,462,257,319,400
2024-06,海岳市,东区仓,STO-SPACE-02,1,1,326,159,220,265
2024-06,海岳市,东区仓,STO-SPACE-03,1,1,362,304,300,366
2024-06,海岳市,东区仓,STO-SPACE-04,1,1,393,280,306,367
2024-06,海岳市,东区仓,STO-SPACE-05,1,1,375,296,296,375
2024-06,海岳市,东区仓,STO-SPACE-06,1,1,297,235,244,288
2024-06,海岳市,东区仓,STO-SPACE-07,1,1,324,346,290,380
2024-06,海岳市,东区仓,STO-SPACE-08,1,1,328,398,308,418
2024-06,海岳市,东区仓,CLN-TOOLS-01,1,0,496,0,0,496
2024-06,海岳市,东区仓,CLN-TOOLS-02,1,1,507,341,390,458
2024-06,海岳市,东区仓,CLN-TOOLS-03,1,1,609,545,514,640
2024-06,海岳市,东区仓,CLN-TOOLS-04,1,1,493,625,523,595
2024-06,海岳市,东区仓,CLN-TOOLS-05,1,1,457,639,489,607
2024-06,海岳市,东区仓,CLN-TOOLS-06,1,1,545,324,381,488
2024-06,海岳市,东区仓,CLN-TOOLS-07,1,1,475,562,468,569
2024-06,海岳市,东区仓,CLN-TOOLS-08,1,1,513,578,497,594
2024-06,海岳市,东区仓,CLN-CONSUM-01,1,1,496,266,348,414
2024-06,海岳市,东区仓,CLN-CONSUM-02,1,1,420,263,318,365
2024-06,海岳市,东区仓,CLN-CONSUM-03,1,1,452,427,375,504
2024-06,海岳市,东区仓,CLN-CONSUM-04,1,1,507,373,383,497
2024-06,海岳市,东区仓,CLN-CONSUM-05,1,1,507,427,423,511
2024-06,海岳市,东区仓,CLN-CONSUM-06,1,1,406,472,370,508
2024-06,海岳市,东区仓,CLN-CONSUM-07,1,1,507,238,328,417
2024-06,海岳市,东区仓,CLN-CONSUM-08,1,1,410,353,348,415
2024-06,海岳市,东区仓,AP-KITCH-01,1,1,236,268,218,286
2024-06,海岳市,东区仓,AP-KITCH-02,1,1,270,309,258,321
2024-06,海岳市,东区仓,AP-KITCH-03,1,1,225,216,188,253
2024-06,海岳市,东区仓,AP-KITCH-04,1,1,225,385,267,343
2024-06,海岳市,东区仓,AP-KITCH-05,1,1,295,194,227,262
2024-06,海岳市,东区仓,AP-KITCH-06,1,1,252,271,234,289
2024-06,海岳市,东区仓,AP-KITCH-07,1,0,267,0,0,267
2024-06,海岳市,东区仓,AP-KITCH-08,1,1,267,196,197,266
2024-06,海岳市,东区仓,AP-LIFE-01,1,1,200,332,227,305
2024-06,海岳市,东区仓,AP-LIFE-02,1,1,213,245,206,252
2024-06,海岳市,东区仓,AP-LIFE-03,1,1,251,127,169,209
2024-06,海岳市,东区仓,AP-LIFE-04,1,1,237,230,217,250
2024-06,海岳市,东区仓,AP-LIFE-05,1,1,208,216,186,238
2024-06,海岳市,东区仓,AP-LIFE-06,1,1,193,269,208,254
2024-06,海岳市,东区仓,AP-LIFE-07,1,1,196,216,193,219
2024-06,海岳市,东区仓,AP-LIFE-08,1,0,292,0,0,292
2024-06,南浦市,南区仓,KIT-COOK-01,1,1,436,255,319,372
2024-06,南浦市,南区仓,KIT-COOK-02,1,1,421,362,333,450
2024-06,南浦市,南区仓,KIT-COOK-03,1,1,463,250,301,412
2024-06,南浦市,南区仓,KIT-COOK-04,1,1,480,412,401,491
2024-06,南浦市,南区仓,KIT-COOK-05,1,1,364,439,351,452
2024-06,南浦市,南区仓,KIT-COOK-06,1,1,491,195,300,386
2024-06,南浦市,南区仓,KIT-COOK-07,1,1,436,442,409,469
2024-06,南浦市,南区仓,KIT-COOK-08,1,1,432,327,329,430
2024-06,南浦市,南区仓,KIT-TOOLS-01,1,1,276,378,290,364
2024-06,南浦市,南区仓,KIT-TOOLS-02,1,1,407,266,304,369
2024-06,南浦市,南区仓,KIT-TOOLS-03,1,1,322,364,320,366
2024-06,南浦市,南区仓,KIT-TOOLS-04,1,1,465,230,321,374
2024-06,南浦市,南区仓,KIT-TOOLS-05,1,1,304,420,312,412
2024-06,南浦市,南区仓,KIT-TOOLS-06,1,1,423,141,263,301
2024-06,南浦市,南区仓,KIT-TOOLS-07,1,1,452,256,318,390
2024-06,南浦市,南区仓,KIT-TOOLS-08,1,1,394,326,323,397
2024-06,南浦市,南区仓,STO-CLOTH-01,1,1,459,243,324,378
2024-06,南浦市,南区仓,STO-CLOTH-02,1,1,343,356,297,402
2024-06,南浦市,南区仓,STO-CLOTH-03,1,1,463,337,368,432
2024-06,南浦市,南区仓,STO-CLOTH-04,1,1,433,254,310,377
2024-06,南浦市,南区仓,STO-CLOTH-05,1,1,442,443,374,511
2024-06,南浦市,南区仓,STO-CLOTH-06,1,1,462,265,341,386
2024-06,南浦市,南区仓,STO-CLOTH-07,1,1,373,353,312,414
2024-06,南浦市,南区仓,STO-CLOTH-08,1,0,410,0,0,410
2024-06,南浦市,南区仓,STO-SPACE-01,1,1,302,199,218,283
2024-06,南浦市,南区仓,STO-SPACE-02,1,1,343,175,234,284
2024-06,南浦市,南区仓,STO-SPACE-03,1,1,325,356,298,383
2024-06,南浦市,南区仓,STO-SPACE-04,1,1,340,257,271,326
2024-06,南浦市,南区仓,STO-SPACE-05,1,1,321,258,256,323
2024-06,南浦市,南区仓,STO-SPACE-06,1,1,264,342,265,341
2024-06,南浦市,南区仓,STO-SPACE-07,1,1,334,296,284,346
2024-06,南浦市,南区仓,STO-SPACE-08,1,1,352,183,250,285
2024-06,南浦市,南区仓,CLN-TOOLS-01,1,1,561,355,394,522
2024-06,南浦市,南区仓,CLN-TOOLS-02,1,1,417,287,322,382
2024-06,南浦市,南区仓,CLN-TOOLS-03,1,1,652,189,387,454
2024-06,南浦市,南区仓,CLN-TOOLS-04,1,1,547,329,392,484
2024-06,南浦市,南区仓,CLN-TOOLS-05,1,1,451,501,427,525
2024-06,南浦市,南区仓,CLN-TOOLS-06,1,1,590,378,433,535
2024-06,南浦市,南区仓,CLN-TOOLS-07,1,1,613,137,323,427
2024-06,南浦市,南区仓,CLN-TOOLS-08,1,1,480,310,340,450
2024-06,南浦市,南区仓,CLN-CONSUM-01,1,1,369,435,359,445
2024-06,南浦市,南区仓,CLN-CONSUM-02,1,1,338,514,374,478
2024-06,南浦市,南区仓,CLN-CONSUM-03,1,1,445,286,333,398
2024-06,南浦市,南区仓,CLN-CONSUM-04,1,1,444,322,343,423
2024-06,南浦市,南区仓,CLN-CONSUM-05,1,1,427,328,351,404
2024-06,南浦市,南区仓,CLN-CONSUM-06,1,1,491,305,350,446
2024-06,南浦市,南区仓,CLN-CONSUM-07,1,1,354,293,282,365
2024-06,南浦市,南区仓,CLN-CONSUM-08,1,1,441,224,281,384
2024-06,南浦市,南区仓,AP-KITCH-01,1,1,205,270,209,266
2024-06,南浦市,南区仓,AP-KITCH-02,1,1,213,170,173,210
2024-06,南浦市,南区仓,AP-KITCH-03,1,1,191,187,172,206
2024-06,南浦市,南区仓,AP-KITCH-04,1,1,229,245,203,271
2024-06,南浦市,南区仓,AP-KITCH-05,1,1,213,195,172,236
2024-06,南浦市,南区仓,AP-KITCH-06,1,1,264,207,208,263
2024-06,南浦市,南区仓,AP-KITCH-07,1,1,203,214,189,228
2024-06,南浦市,南区仓,AP-KITCH-08,1,1,262,64,148,178
2024-06,南浦市,南区仓,AP-LIFE-01,1,1,216,118,154,180
2024-06,南浦市,南区仓,AP-LIFE-02,1,1,195,205,183,217
2024-06,南浦市,南区仓,AP-LIFE-03,1,1,175,131,141,165
2024-06,南浦市,南区仓,AP-LIFE-04,1,1,157,264,184,237
2024-06,南浦市,南区仓,AP-LIFE-05,1,1,214,71,128,157
2024-06,南浦市,南区仓,AP-LIFE-06,1,1,181,181,157,205
2024-06,南浦市,南区仓,AP-LIFE-07,1,1,207,200,175,232
2024-06,南浦市,南区仓,AP-LIFE-08,1,1,247,154,186,215
2024-06,榕川市,南区仓,KIT-COOK-01,1,1,423,101,245,279
2024-06,榕川市,南区仓,KIT-COOK-02,1,1,312,264,260,316
2024-06,榕川市,南区仓,KIT-COOK-03,1,1,395,285,297,383
2024-06,榕川市,南区仓,KIT-COOK-04,1,1,397,242,278,361
2024-06,榕川市,南区仓,KIT-COOK-05,1,1,388,382,357,413
2024-06,榕川市,南区仓,KIT-COOK-06,1,1,350,243,274,319
2024-06,榕川市,南区仓,KIT-COOK-07,1,1,355,324,307,372
2024-06,榕川市,南区仓,KIT-COOK-08,1,1,315,317,291,341
2024-06,榕川市,南区仓,KIT-TOOLS-01,1,1,286,355,292,349
2024-06,榕川市,南区仓,KIT-TOOLS-02,1,1,292,212,214,290
2024-06,榕川市,南区仓,KIT-TOOLS-03,1,1,310,238,239,309
2024-06,榕川市,南区仓,KIT-TOOLS-04,1,1,348,141,206,283
2024-06,榕川市,南区仓,KIT-TOOLS-05,1,1,356,299,280,375
2024-06,榕川市,南区仓,KIT-TOOLS-06,1,1,316,265,254,327
2024-06,榕川市,南区仓,KIT-TOOLS-07,1,1,317,287,257,347
2024-06,榕川市,南区仓,KIT-TOOLS-08,1,1,282,407,296,393
2024-06,榕川市,南区仓,STO-CLOTH-01,1,1,346,193,237,302
2024-06,榕川市,南区仓,STO-CLOTH-02,1,1,279,406,295,390
2024-06,榕川市,南区仓,STO-CLOTH-03,1,1,266,283,255,294
2024-06,榕川市,南区仓,STO-CLOTH-04,1,1,320,182,222,280
2024-06,榕川市,南区仓,STO-CLOTH-05,1,1,237,263,227,273
2024-06,榕川市,南区仓,STO-CLOTH-06,1,1,403,152,261,294
2024-06,榕川市,南区仓,STO-CLOTH-07,1,1,365,112,221,256
2024-06,榕川市,南区仓,STO-CLOTH-08,1,1,296,260,259,297
2024-06,榕川市,南区仓,STO-SPACE-01,1,1,262,247,218,291
2024-06,榕川市,南区仓,STO-SPACE-02,1,1,269,246,242,273
2024-06,榕川市,南区仓,STO-SPACE-03,1,1,371,63,193,241
2024-06,榕川市,南区仓,STO-SPACE-04,1,1,216,248,211,253
2024-06,榕川市,南区仓,STO-SPACE-05,1,1,259,201,206,254
2024-06,榕川市,南区仓,STO-SPACE-06,1,1,330,230,248,312
2024-06,榕川市,南区仓,STO-SPACE-07,1,1,317,230,249,298
2024-06,榕川市,南区仓,STO-SPACE-08,1,1,266,130,180,216
2024-06,榕川市,南区仓,CLN-TOOLS-01,1,1,337,320,302,355
2024-06,榕川市,南区仓,CLN-TOOLS-02,1,1,442,216,286,372
2024-06,榕川市,南区仓,CLN-TOOLS-03,1,1,351,520,371,500
2024-06,榕川市,南区仓,CLN-TOOLS-04,1,1,405,186,275,316
2024-06,榕川市,南区仓,CLN-TOOLS-05,1,1,373,338,317,394
2024-06,榕川市,南区仓,CLN-TOOLS-06,1,1,340,515,371,484
2024-06,榕川市,南区仓,CLN-TOOLS-07,1,1,484,125,286,323
2024-06,榕川市,南区仓,CLN-TOOLS-08,1,1,410,381,339,452
2024-06,榕川市,南区仓,CLN-CONSUM-01,1,1,298,347,272,373
2024-06,榕川市,南区仓,CLN-CONSUM-02,1,1,396,278,309,365
2024-06,榕川市,南区仓,CLN-CONSUM-03,1,1,343,266,285,324
2024-06,榕川市,南区仓,CLN-CONSUM-04,1,1,391,332,326,397
2024-06,榕川市,南区仓,CLN-CONSUM-05,1,1,359,213,259,313
2024-06,榕川市,南区仓,CLN-CONSUM-06,1,1,348,203,258,293
2024-06,榕川市,南区仓,CLN-CONSUM-07,1,1,351,222,248,325
2024-06,榕川市,南区仓,CLN-CONSUM-08,1,1,438,287,320,405
2024-06,榕川市,南区仓,AP-KITCH-01,1,1,178,152,141,189
2024-06,榕川市,南区仓,AP-KITCH-02,1,1,181,203,177,207
2024-06,榕川市,南区仓,AP-KITCH-03,1,1,196,117,134,179
2024-06,榕川市,南区仓,AP-KITCH-04,1,1,241,85,144,182
2024-06,榕川市,南区仓,AP-KITCH-05,1,1,180,146,143,183
2024-06,榕川市,南区仓,AP-KITCH-06,1,1,225,152,170,207
2024-06,榕川市,南区仓,AP-KITCH-07,1,1,203,194,186,211
2024-06,榕川市,南区仓,AP-KITCH-08,1,1,194,174,171,197
2024-06,榕川市,南区仓,AP-LIFE-01,1,1,177,120,133,164
2024-06,榕川市,南区仓,AP-LIFE-02,1,1,215,62,130,147
2024-06,榕川市,南区仓,AP-LIFE-03,1,1,193,147,149,191
2024-06,榕川市,南区仓,AP-LIFE-04,1,1,188,73,119,142
2024-06,榕川市,南区仓,AP-LIFE-05,1,1,217,164,162,219
2024-06,榕川市,南区仓,AP-LIFE-06,1,1,174,174,156,192
2024-06,榕川市,南区仓,AP-LIFE-07,1,1,162,107,119,150
2024-06,榕川市,南区仓,AP-LIFE-08,1,1,249,114,158,205
2024-07,北辰市,北区仓,KIT-COOK-01,1,1,439,177,273,343
2024-07,北辰市,北区仓,KIT-COOK-02,1,1,387,313,323,377
2024-07,北辰市,北区仓,KIT-COOK-03,1,1,404,378,359,423
2024-07,北辰市,北区仓,KIT-COOK-04,1,1,369,259,276,352
2024-07,北辰市,北区仓,KIT-COOK-05,1,1,371,227,269,329
2024-07,北辰市,北区仓,KIT-COOK-06,1,1,372,374,329,417
2024-07,北辰市,北区仓,KIT-COOK-07,1,1,317,260,265,312
2024-07,北辰市,北区仓,KIT-COOK-08,1,1,342,331,306,367
2024-07,北辰市,北区仓,KIT-TOOLS-01,1,1,322,135,207,250
2024-07,北辰市,北区仓,KIT-TOOLS-02,1,1,354,182,244,292
2024-07,北辰市,北区仓,KIT-TOOLS-03,1,1,310,395,309,396
2024-07,北辰市,北区仓,KIT-TOOLS-04,1,1,275,336,268,343
2024-07,北辰市,北区仓,KIT-TOOLS-05,1,1,357,300,299,358
2024-07,北辰市,北区仓,KIT-TOOLS-06,1,1,397,75,215,257
2024-07,北辰市,北区仓,KIT-TOOLS-07,1,1,377,256,270,363
2024-07,北辰市,北区仓,KIT-TOOLS-08,1,1,338,333,300,371
2024-07,北辰市,北区仓,STO-CLOTH-01,1,1,427,248,288,387
2024-07,北辰市,北区仓,STO-CLOTH-02,1,1,289,341,295,335
2024-07,北辰市,北区仓,STO-CLOTH-03,1,1,387,199,267,319
2024-07,北辰市,北区仓,STO-CLOTH-04,1,1,354,232,274,312
2024-07,北辰市,北区仓,STO-CLOTH-05,1,1,259,335,251,343
2024-07,北辰市,北区仓,STO-CLOTH-06,1,1,383,173,236,320
2024-07,北辰市,北区仓,STO-CLOTH-07,1,1,368,127,226,269
2024-07,北辰市,北区仓,STO-CLOTH-08,1,1,291,215,228,278
2024-07,北辰市,北区仓,STO-SPACE-01,1,1,353,232,270,315
2024-07,北辰市,北区仓,STO-SPACE-02,1,1,307,341,273,375
2024-07,北辰市,北区仓,STO-SPACE-03,1,1,270,389,280,379
2024-07,北辰市,北区仓,STO-SPACE-04,1,1,246,248,231,263
2024-07,北辰市,北区仓,STO-SPACE-05,1,0,325,0,0,325
2024-07,北辰市,北区仓,STO-SPACE-06,1,1,255,259,218,296
2024-07,北辰市,北区仓,STO-SPACE-07,1,1,328,327,287,368
2024-07,北辰市,北区仓,STO-SPACE-08,1,1,266,339,259,346
2024-07,北辰市,北区仓,CLN-TOOLS-01,1,1,413,436,360,489
2024-07,北辰市,北区仓,CLN-TOOLS-02,1,1,410,227,274,363
2024-07,北辰市,北区仓,CLN-TOOLS-03,1,1,373,379,346,406
2024-07,北辰市,北区仓,CLN-TOOLS-04,1,1,466,209,289,386
2024-07,北辰市,北区仓,CLN-TOOLS-05,1,1,446,201,285,362
2024-07,北辰市,北区仓,CLN-TOOLS-06,1,1,332,500,358,474
2024-07,北辰市,北区仓,CLN-TOOLS-07,1,1,411,296,315,392
2024-07,北辰市,北区仓,CLN-TOOLS-08,1,1,469,419,407,481
2024-07,北辰市,北区仓,CLN-CONSUM-01,1,0,332,0,0,332
2024-07,北辰市,北区仓,CLN-CONSUM-02,1,1,389,511,384,516
2024-07,北辰市,北区仓,CLN-CONSUM-03,1,1,334,319,303,350
2024-07,北辰市,北区仓,CLN-CONSUM-04,1,1,469,144,288,325
2024-07,北辰市,北区仓,CLN-CONSUM-05,1,1,394,361,339,416
2024-07,北辰市,北区仓,CLN-CONSUM-06,1,1,343,359,309,393
2024-07,北辰市,北区仓,CLN-CONSUM-07,1,1,338,493,387,444
2024-07,北辰市,北区仓,CLN-CONSUM-08,1,1,400,343,314,429
2024-07,北辰市,北区仓,AP-KITCH-01,1,1,215,232,192,255
2024-07,北辰市,北区仓,AP-KITCH-02,1,1,181,255,200,236
2024-07,北辰市,北区仓,AP-KITCH-03,1,1,235,123,152,206
2024-07,北辰市,北区仓,AP-KITCH-04,1,1,251,78,143,186
2024-07,北辰市,北区仓,AP-KITCH-05,1,1,213,113,144,182
2024-07,北辰市,北区仓,AP-KITCH-06,1,1,168,223,166,225
2024-07,北辰市,北区仓,AP-KITCH-07,1,1,212,107,140,179
2024-07,北辰市,北区仓,AP-KITCH-08,1,1,226,201,187,240
2024-07,北辰市,北区仓,AP-LIFE-01,1,1,176,202,165,213
2024-07,北辰市,北区仓,AP-LIFE-02,1,1,210,53,117,146
2024-07,北辰市,北区仓,AP-LIFE-03,1,1,205,68,116,157
2024-07,北辰市,北区仓,AP-LIFE-04,1,1,198,88,121,165
2024-07,北辰市,北区仓,AP-LIFE-05,1,1,167,196,169,194
2024-07,北辰市,北区仓,AP-LIFE-06,1,1,217,109,143,183
2024-07,北辰市,北区仓,AP-LIFE-07,1,1,177,221,168,230
2024-07,北辰市,北区仓,AP-LIFE-08,1,1,151,245,167,229
2024-07,云岭市,北区仓,KIT-COOK-01,1,1,309,210,239,280
2024-07,云岭市,北区仓,KIT-COOK-02,1,1,261,333,252,342
2024-07,云岭市,北区仓,KIT-COOK-03,1,1,273,206,220,259
2024-07,云岭市,北区仓,KIT-COOK-04,1,1,264,499,326,437
2024-07,云岭市,北区仓,KIT-COOK-05,1,1,337,360,307,390
2024-07,云岭市,北区仓,KIT-COOK-06,1,1,345,180,238,287
2024-07,云岭市,北区仓,KIT-COOK-07,1,1,416,60,217,259
2024-07,云岭市,北区仓,KIT-COOK-08,1,1,378,106,227,257
2024-07,云岭市,北区仓,KIT-TOOLS-01,1,1,341,141,223,259
2024-07,云岭市,北区仓,KIT-TOOLS-02,1,0,241,0,0,241
2024-07,云岭市,北区仓,KIT-TOOLS-03,1,1,249,370,282,337
2024-07,云岭市,北区仓,KIT-TOOLS-04,1,1,301,332,292,341
2024-07,云岭市,北区仓,KIT-TOOLS-05,1,1,232,421,290,363
2024-07,云岭市,北区仓,KIT-TOOLS-06,1,1,303,290,267,326
2024-07,云岭市,北区仓,KIT-TOOLS-07,1,1,284,248,231,301
2024-07,云岭市,北区仓,KIT-TOOLS-08,1,1,359,117,222,254
2024-07,云岭市,北区仓,STO-CLOTH-01,1,1,273,271,235,309
2024-07,云岭市,北区仓,STO-CLOTH-02,1,1,328,202,224,306
2024-07,云岭市,北区仓,STO-CLOTH-03,1,1,332,248,246,334
2024-07,云岭市,北区仓,STO-CLOTH-04,1,1,233,358,254,337
2024-07,云岭市,北区仓,STO-CLOTH-05,1,1,385,43,186,242
2024-07,云岭市,北区仓,STO-CLOTH-06,1,1,305,139,191,253
2024-07,云岭市,北区仓,STO-CLOTH-07,1,1,335,71,185,221
2024-07,云岭市,北区仓,STO-CLOTH-08,1,1,327,116,200,243
2024-07,云岭市,北区仓,STO-SPACE-01,1,1,228,161,179,210
2024-07,云岭市,北区仓,STO-SPACE-02,1,1,210,163,162,211
2024-07,云岭市,北区仓,STO-SPACE-03,1,1,244,161,190,215
2024-07,云岭市,北区仓,STO-SPACE-04,1,1,200,282,215,267
2024-07,云岭市,北区仓,STO-SPACE-05,1,1,319,142,213,248
2024-07,云岭市,北区仓,STO-SPACE-06,1,1,260,212,203,269
2024-07,云岭市,北区仓,STO-SPACE-07,1,1,202,230,189,243
2024-07,云岭市,北区仓,STO-SPACE-08,1,1,285,135,181,239
2024-07,云岭市,北区仓,CLN-TOOLS-01,1,1,441,186,274,353
2024-07,云岭市,北区仓,CLN-TOOLS-02,1,1,298,236,226,308
2024-07,云岭市,北区仓,CLN-TOOLS-03,1,1,383,275,298,360
2024-07,云岭市,北区仓,CLN-TOOLS-04,1,1,350,215,252,313
2024-07,云岭市,北区仓,CLN-TOOLS-05,1,1,344,345,299,390
2024-07,云岭市,北区仓,CLN-TOOLS-06,1,1,399,257,285,371
2024-07,云岭市,北区仓,CLN-TOOLS-07,1,1,514,124,287,351
2024-07,云岭市,北区仓,CLN-TOOLS-08,1,1,450,254,306,398
2024-07,云岭市,北区仓,CLN-CONSUM-01,1,1,421,35,209,247
2024-07,云岭市,北区仓,CLN-CONSUM-02,1,1,370,252,271,351
2024-07,云岭市,北区仓,CLN-CONSUM-03,1,1,313,251,249,315
2024-07,云岭市,北区仓,CLN-CONSUM-04,1,1,322,231,236,317
2024-07,云岭市,北区仓,CLN-CONSUM-05,1,1,356,188,239,305
2024-07,云岭市,北区仓,CLN-CONSUM-06,1,1,365,188,254,299
2024-07,云岭市,北区仓,CLN-CONSUM-07,1,1,324,187,231,280
2024-07,云岭市,北区仓,CLN-CONSUM-08,1,1,308,276,270,314
2024-07,云岭市,北区仓,AP-KITCH-01,1,1,139,129,118,150
2024-07,云岭市,北区仓,AP-KITCH-02,1,1,195,183,165,213
2024-07,云岭市,北区仓,AP-KITCH-03,1,1,145,174,138,181
2024-07,云岭市,北区仓,AP-KITCH-04,1,1,192,64,114,142
2024-07,云岭市,北区仓,AP-KITCH-05,1,1,185,190,159,216
2024-07,云岭市,北区仓,AP-KITCH-06,1,1,200,79,124,155
2024-07,云岭市,北区仓,AP-KITCH-07,1,1,178,74,117,135
2024-07,云岭市,北区仓,AP-KITCH-08,1,1,164,194,152,206
2024-07,云岭市,北区仓,AP-LIFE-01,1,1,137,164,130,171
2024-07,云岭市,北区仓,AP-LIFE-02,1,1,126,121,107,140
2024-07,云岭市,北区仓,AP-LIFE-03,1,1,147,155,138,164
2024-07,云岭市,北区仓,AP-LIFE-04,1,1,168,138,131,175
2024-07,云岭市,北区仓,AP-LIFE-05,1,1,154,77,104,127
2024-07,云岭市,北区仓,AP-LIFE-06,1,1,190,126,133,183
2024-07,云岭市,北区仓,AP-LIFE-07,1,1,158,75,108,125
2024-07,云岭市,北区仓,AP-LIFE-08,1,1,194,65,110,149
2024-07,东澜市,东区仓,KIT-COOK-01,1,1,424,586,467,543
2024-07,东澜市,东区仓,KIT-COOK-02,1,1,397,726,473,650
2024-07,东澜市,东区仓,KIT-COOK-03,1,1,624,305,420,509
2024-07,东澜市,东区仓,KIT-COOK-04,1,1,626,395,455,566
2024-07,东澜市,东区仓,KIT-COOK-05,1,1,483,460,410,533
2024-07,东澜市,东区仓,KIT-COOK-06,1,1,546,395,408,533
2024-07,东澜市,东区仓,KIT-COOK-07,1,1,520,382,380,522
2024-07,东澜市,东区仓,KIT-COOK-08,1,1,625,128,352,401
2024-07,东澜市,东区仓,KIT-TOOLS-01,1,1,445,673,472,646
2024-07,东澜市,东区仓,KIT-TOOLS-02,1,1,461,564,473,552
2024-07,东澜市,东区仓,KIT-TOOLS-03,1,1,599,266,369,496
2024-07,东澜市,东区仓,KIT-TOOLS-04,1,0,412,0,0,412
2024-07,东澜市,东区仓,KIT-TOOLS-05,1,1,437,426,368,495
2024-07,东澜市,东区仓,KIT-TOOLS-06,1,1,457,348,346,459
2024-07,东澜市,东区仓,KIT-TOOLS-07,1,1,477,614,485,606
2024-07,东澜市,东区仓,KIT-TOOLS-08,1,1,548,534,468,614
2024-07,东澜市,东区仓,STO-CLOTH-01,1,1,439,516,422,533
2024-07,东澜市,东区仓,STO-CLOTH-02,1,1,597,271,377,491
2024-07,东澜市,东区仓,STO-CLOTH-03,1,1,500,377,381,496
2024-07,东澜市,东区仓,STO-CLOTH-04,1,1,497,217,330,384
2024-07,东澜市,东区仓,STO-CLOTH-05,1,1,610,300,396,514
2024-07,东澜市,东区仓,STO-CLOTH-06,1,1,480,234,322,392
2024-07,东澜市,东区仓,STO-CLOTH-07,1,1,524,188,329,383
2024-07,东澜市,东区仓,STO-CLOTH-08,1,1,599,262,373,488
2024-07,东澜市,东区仓,STO-SPACE-01,1,1,359,440,339,460
2024-07,东澜市,东区仓,STO-SPACE-02,1,1,505,249,335,419
2024-07,东澜市,东区仓,STO-SPACE-03,1,1,363,491,364,490
2024-07,东澜市,东区仓,STO-SPACE-04,1,1,351,640,433,558
2024-07,东澜市,东区仓,STO-SPACE-05,1,1,321,452,351,422
2024-07,东澜市,东区仓,STO-SPACE-06,1,1,431,605,451,585
2024-07,东澜市,东区仓,STO-SPACE-07,1,1,442,363,352,453
2024-07,东澜市,东区仓,STO-SPACE-08,1,0,428,0,0,428
2024-07,东澜市,东区仓,CLN-TOOLS-01,1,1,578,279,385,472
2024-07,东澜市,东区仓,CLN-TOOLS-02,1,1,610,562,523,649
2024-07,东澜市,东区仓,CLN-TOOLS-03,1,1,633,481,511,603
2024-07,东澜市,东区仓,CLN-TOOLS-04,1,1,521,632,517,636
2024-07,东澜市,东区仓,CLN-TOOLS-05,1,1,632,321,402,551
2024-07,东澜市,东区仓,CLN-TOOLS-06,1,1,538,426,430,534
2024-07,东澜市,东区仓,CLN-TOOLS-07,1,1,601,340,440,501
2024-07,东澜市,东区仓,CLN-TOOLS-08,1,1,678,616,547,747
2024-07,东澜市,东区仓,CLN-CONSUM-01,1,1,693,267,411,549
2024-07,东澜市,东区仓,CLN-CONSUM-02,1,1,512,575,463,624
2024-07,东澜市,东区仓,CLN-CONSUM-03,1,1,506,319,367,458
2024-07,东澜市,东区仓,CLN-CONSUM-04,1,1,586,438,466,558
2024-07,东澜市,东区仓,CLN-CONSUM-05,1,1,421,488,414,495
2024-07,东澜市,东区仓,CLN-CONSUM-06,1,1,479,251,338,392
2024-07,东澜市,东区仓,CLN-CONSUM-07,1,1,695,64,350,409
2024-07,东澜市,东区仓,CLN-CONSUM-08,1,1,625,489,497,617
2024-07,东澜市,东区仓,AP-KITCH-01,1,1,332,163,213,282
2024-07,东澜市,东区仓,AP-KITCH-02,1,1,324,249,265,308
2024-07,东澜市,东区仓,AP-KITCH-03,1,1,284,213,225,272
2024-07,东澜市,东区仓,AP-KITCH-04,1,1,300,122,183,239
2024-07,东澜市,东区仓,AP-KITCH-05,1,1,383,165,250,298
2024-07,东澜市,东区仓,AP-KITCH-06,1,1,334,203,229,308
2024-07,东澜市,东区仓,AP-KITCH-07,1,1,362,116,210,268
2024-07,东澜市,东区仓,AP-KITCH-08,1,1,417,166,251,332
2024-07,东澜市,东区仓,AP-LIFE-01,1,1,293,154,193,254
2024-07,东澜市,东区仓,AP-LIFE-02,1,1,283,114,185,212
2024-07,东澜市,东区仓,AP-LIFE-03,1,1,248,167,194,221
2024-07,东澜市,东区仓,AP-LIFE-04,1,1,217,259,216,260
2024-07,东澜市,东区仓,AP-LIFE-05,1,1,228,221,191,258
2024-07,东澜市,东区仓,AP-LIFE-06,1,1,258,187,206,239
2024-07,东澜市,东区仓,AP-LIFE-07,1,1,223,257,206,274
2024-07,东澜市,东区仓,AP-LIFE-08,1,1,299,193,230,262
2024-07,海岳市,东区仓,KIT-COOK-01,1,1,474,318,345,447
2024-07,海岳市,东区仓,KIT-COOK-02,1,1,520,426,444,502
2024-07,海岳市,东区仓,KIT-COOK-03,1,1,519,159,310,368
2024-07,海岳市,东区仓,KIT-COOK-04,1,1,426,396,371,451
2024-07,海岳市,东区仓,KIT-COOK-05,1,1,523,392,424,491
2024-07,海岳市,东区仓,KIT-COOK-06,1,1,473,512,417,568
2024-07,海岳市,东区仓,KIT-COOK-07,1,1,440,203,299,344
