month,city,sales_channel,category_l1,category_l2,customer_type,promotion_type,paying_customers,paid_orders,units_sold,gmv,refund_amount
2024-08,榕川市,第三方平台,收纳用品,衣物收纳,新客户,平台大促,13,14,22,802.78,48.84
2024-08,榕川市,第三方平台,收纳用品,衣物收纳,新客户,会员优惠,14,15,23,901.60,56.29
2024-08,榕川市,第三方平台,收纳用品,空间整理,新客户,无促销,69,75,114,6574.38,389.82
2024-08,榕川市,第三方平台,收纳用品,空间整理,新客户,优惠券,21,23,35,1897.70,115.85
2024-08,榕川市,第三方平台,收纳用品,空间整理,新客户,平台大促,11,12,19,913.71,54.33
2024-08,榕川市,第三方平台,收纳用品,空间整理,新客户,会员优惠,13,14,22,1143.34,69.64
2024-08,榕川市,第三方平台,收纳用品,衣物收纳,老客户,无促销,72,96,148,6393.60,387.97
2024-08,榕川市,第三方平台,收纳用品,衣物收纳,老客户,优惠券,21,27,42,1674.54,105.64
2024-08,榕川市,第三方平台,收纳用品,衣物收纳,老客户,平台大促,12,16,25,912.25,55.50
2024-08,榕川市,第三方平台,收纳用品,衣物收纳,老客户,会员优惠,21,28,43,1685.60,105.24
2024-08,榕川市,第三方平台,收纳用品,空间整理,老客户,无促销,63,83,130,7497.10,444.54
2024-08,榕川市,第三方平台,收纳用品,空间整理,老客户,优惠券,19,25,38,2060.36,125.78
2024-08,榕川市,第三方平台,收纳用品,空间整理,老客户,平台大促,10,13,20,961.80,57.19
2024-08,榕川市,第三方平台,收纳用品,空间整理,老客户,会员优惠,19,25,39,2026.83,123.46
2024-08,榕川市,第三方平台,清洁用品,清洁工具,新客户,无促销,101,113,187,7293.00,314.00
2024-08,榕川市,第三方平台,清洁用品,清洁工具,新客户,优惠券,30,33,55,1993.20,88.44
2024-08,榕川市,第三方平台,清洁用品,清洁工具,新客户,平台大促,16,17,29,962.22,40.47
2024-08,榕川市,第三方平台,清洁用品,清洁工具,新客户,会员优惠,18,20,33,1174.14,49.70
2024-08,榕川市,第三方平台,清洁用品,家居耗材,新客户,无促销,89,98,163,4208.66,182.77
2024-08,榕川市,第三方平台,清洁用品,家居耗材,新客户,优惠券,26,28,46,1098.94,48.55
2024-08,榕川市,第三方平台,清洁用品,家居耗材,新客户,平台大促,15,17,28,608.72,26.08
2024-08,榕川市,第三方平台,清洁用品,家居耗材,新客户,会员优惠,16,17,29,677.73,29.92
2024-08,榕川市,第三方平台,清洁用品,清洁工具,老客户,无促销,84,112,191,7449.00,320.71
2024-08,榕川市,第三方平台,清洁用品,清洁工具,老客户,优惠券,25,33,55,1993.20,88.44
2024-08,榕川市,第三方平台,清洁用品,清洁工具,老客户,平台大促,14,18,30,995.40,41.86
2024-08,榕川市,第三方平台,清洁用品,清洁工具,老客户,会员优惠,25,33,56,1992.48,84.34
2024-08,榕川市,第三方平台,清洁用品,家居耗材,老客户,无促销,75,99,169,4363.58,189.50
2024-08,榕川市,第三方平台,清洁用品,家居耗材,老客户,优惠券,22,29,48,1146.72,50.66
2024-08,榕川市,第三方平台,清洁用品,家居耗材,老客户,平台大促,12,16,26,565.24,24.22
2024-08,榕川市,第三方平台,清洁用品,家居耗材,老客户,会员优惠,22,29,49,1145.13,50.55
2024-08,榕川市,第三方平台,小家电,厨房小电,新客户,无促销,73,80,88,19616.08,1640.57
2024-08,榕川市,第三方平台,小家电,厨房小电,新客户,优惠券,21,23,25,5284.25,443.11
2024-08,榕川市,第三方平台,小家电,厨房小电,新客户,平台大促,12,13,15,2835.00,230.44
2024-08,榕川市,第三方平台,小家电,厨房小电,新客户,会员优惠,13,14,16,3313.28,272.70
2024-08,榕川市,第三方平台,小家电,生活电器,新客户,无促销,65,71,79,13750.74,1118.15
2024-08,榕川市,第三方平台,小家电,生活电器,新客户,优惠券,19,21,24,3916.80,332.37
2024-08,榕川市,第三方平台,小家电,生活电器,新客户,平台大促,11,12,14,2070.18,164.49
2024-08,榕川市,第三方平台,小家电,生活电器,新客户,会员优惠,12,13,15,2386.65,195.15
2024-08,榕川市,第三方平台,小家电,厨房小电,老客户,无促销,62,82,92,20507.72,1715.14
2024-08,榕川市,第三方平台,小家电,厨房小电,老客户,优惠券,18,24,27,5706.99,478.56
2024-08,榕川市,第三方平台,小家电,厨房小电,老客户,平台大促,10,13,15,2835.00,230.44
2024-08,榕川市,第三方平台,小家电,厨房小电,老客户,会员优惠,19,25,28,5798.24,477.23
2024-08,榕川市,第三方平台,小家电,生活电器,老客户,无促销,55,72,80,13924.80,1132.31
2024-08,榕川市,第三方平台,小家电,生活电器,老客户,优惠券,16,21,24,3916.80,332.37
2024-08,榕川市,第三方平台,小家电,生活电器,老客户,平台大促,9,12,13,1922.31,152.74
2024-08,榕川市,第三方平台,小家电,生活电器,老客户,会员优惠,17,22,24,3818.64,312.24
2024-09,北辰市,自营App,厨房用品,烹饪器具,新客户,无促销,223,244,346,23846.32,1518.87
2024-09,北辰市,自营App,厨房用品,烹饪器具,新客户,优惠券,66,74,106,6833.82,420.69
2024-09,北辰市,自营App,厨房用品,烹饪器具,新客户,平台大促,37,41,58,3381.98,216.20
2024-09,北辰市,自营App,厨房用品,烹饪器具,新客户,会员优惠,40,44,63,3936.87,237.63
2024-09,北辰市,自营App,厨房用品,餐厨工具,新客户,无促销,198,218,315,10451.70,667.05
2024-09,北辰市,自营App,厨房用品,餐厨工具,新客户,优惠券,58,63,90,2774.70,167.65
2024-09,北辰市,自营App,厨房用品,餐厨工具,新客户,平台大促,32,35,49,1364.16,86.87
2024-09,北辰市,自营App,厨房用品,餐厨工具,新客户,会员优惠,36,39,55,1653.85,102.61
2024-09,北辰市,自营App,厨房用品,烹饪器具,老客户,无促销,184,241,344,23708.48,1510.10
2024-09,北辰市,自营App,厨房用品,烹饪器具,老客户,优惠券,54,71,101,6511.47,400.85
2024-09,北辰市,自营App,厨房用品,烹饪器具,老客户,平台大促,30,40,56,3265.36,208.74
2024-09,北辰市,自营App,厨房用品,烹饪器具,老客户,会员优惠,55,73,103,6436.47,388.51
2024-09,北辰市,自营App,厨房用品,餐厨工具,老客户,无促销,163,213,308,10219.44,652.23
2024-09,北辰市,自营App,厨房用品,餐厨工具,老客户,优惠券,48,62,87,2682.21,162.06
2024-09,北辰市,自营App,厨房用品,餐厨工具,老客户,平台大促,27,36,52,1447.68,92.19
2024-09,北辰市,自营App,厨房用品,餐厨工具,老客户,会员优惠,48,62,88,2646.16,164.17
2024-09,北辰市,自营App,收纳用品,衣物收纳,新客户,无促销,178,198,305,12828.30,912.45
2024-09,北辰市,自营App,收纳用品,衣物收纳,新客户,优惠券,52,57,90,3499.20,262.08
2024-09,北辰市,自营App,收纳用品,衣物收纳,新客户,平台大促,29,32,50,1760.00,128.95
2024-09,北辰市,自营App,收纳用品,衣物收纳,新客户,会员优惠,32,36,56,2161.04,155.57
2024-09,北辰市,自营App,收纳用品,空间整理,新客户,无促销,158,171,269,14902.60,1078.61
2024-09,北辰市,自营App,收纳用品,空间整理,新客户,优惠券,47,52,80,4129.60,303.08
2024-09,北辰市,自营App,收纳用品,空间整理,新客户,平台大促,26,29,44,2087.36,149.72
2024-09,北辰市,自营App,收纳用品,空间整理,新客户,会员优惠,28,31,48,2468.16,181.44
2024-09,北辰市,自营App,收纳用品,衣物收纳,老客户,无促销,143,188,294,12365.64,879.54
2024-09,北辰市,自营App,收纳用品,衣物收纳,老客户,优惠券,42,54,85,3304.80,247.52
2024-09,北辰市,自营App,收纳用品,衣物收纳,老客户,平台大促,23,30,47,1654.40,121.21
2024-09,北辰市,自营App,收纳用品,衣物收纳,老客户,会员优惠,43,57,88,3395.92,244.47
2024-09,北辰市,自营App,收纳用品,空间整理,老客户,无促销,127,164,250,13850.00,1002.43
2024-09,北辰市,自营App,收纳用品,空间整理,老客户,优惠券,38,50,78,4026.36,295.51
2024-09,北辰市,自营App,收纳用品,空间整理,老客户,平台大促,21,28,43,2039.92,146.31
2024-09,北辰市,自营App,收纳用品,空间整理,老客户,会员优惠,38,50,78,4010.76,294.83
2024-09,北辰市,自营App,清洁用品,清洁工具,新客户,无促销,202,225,375,14141.25,704.25
2024-09,北辰市,自营App,清洁用品,清洁工具,新客户,优惠券,60,66,111,3886.11,197.90
2024-09,北辰市,自营App,清洁用品,清洁工具,新客户,平台大促,33,37,62,1963.54,103.01
2024-09,北辰市,自营App,清洁用品,清洁工具,新客户,会员优惠,37,41,69,2396.37,127.37
2024-09,北辰市,自营App,清洁用品,家居耗材,新客户,无促销,180,200,334,8353.34,428.19
2024-09,北辰市,自营App,清洁用品,家居耗材,新客户,优惠券,53,59,98,2258.90,118.92
2024-09,北辰市,自营App,清洁用品,家居耗材,新客户,平台大促,29,31,52,1095.12,57.83
2024-09,北辰市,自营App,清洁用品,家居耗材,新客户,会员优惠,32,35,59,1333.40,70.84
2024-09,北辰市,自营App,清洁用品,清洁工具,老客户,无促销,172,224,371,13990.41,696.74
2024-09,北辰市,自营App,清洁用品,清洁工具,老客户,优惠券,51,68,116,4061.16,206.81
2024-09,北辰市,自营App,清洁用品,清洁工具,老客户,平台大促,28,37,63,1995.21,104.67
2024-09,北辰市,自营App,清洁用品,清洁工具,老客户,会员优惠,51,67,114,3959.22,210.44
2024-09,北辰市,自营App,清洁用品,家居耗材,老客户,无促销,153,202,342,8553.42,438.44
2024-09,北辰市,自营App,清洁用品,家居耗材,老客户,优惠券,45,58,96,2212.80,116.49
2024-09,北辰市,自营App,清洁用品,家居耗材,老客户,平台大促,25,33,56,1179.36,62.28
2024-09,北辰市,自营App,清洁用品,家居耗材,老客户,会员优惠,46,61,101,2282.60,121.26
2024-09,北辰市,自营App,小家电,厨房小电,新客户,无促销,149,162,180,39342.60,3765.65
2024-09,北辰市,自营App,小家电,厨房小电,新客户,优惠券,44,49,55,11165.55,1095.64
2024-09,北辰市,自营App,小家电,厨房小电,新客户,平台大促,24,26,29,5307.29,523.15
2024-09,北辰市,自营App,小家电,厨房小电,新客户,会员优惠,27,29,32,6447.04,612.94
2024-09,北辰市,自营App,小家电,生活电器,新客户,无促销,132,147,163,27540.48,2737.52
2024-09,北辰市,自营App,小家电,生活电器,新客户,优惠券,39,43,48,7504.80,738.39
2024-09,北辰市,自营App,小家电,生活电器,新客户,平台大促,21,23,26,3707.60,358.18
2024-09,北辰市,自营App,小家电,生活电器,新客户,会员优惠,24,26,29,4416.70,437.79
2024-09,北辰市,自营App,小家电,厨房小电,老客户,无促销,128,167,190,41528.30,3974.85
2024-09,北辰市,自营App,小家电,厨房小电,老客户,优惠券,38,50,57,11571.57,1135.48
2024-09,北辰市,自营App,小家电,厨房小电,老客户,平台大促,21,27,30,5490.30,541.19
2024-09,北辰市,自营App,小家电,厨房小电,老客户,会员优惠,38,50,56,11282.32,1072.65
2024-09,北辰市,自营App,小家电,生活电器,老客户,无促销,113,145,163,27540.48,2737.52
2024-09,北辰市,自营App,小家电,生活电器,老客户,优惠券,33,44,49,7661.15,753.77
2024-09,北辰市,自营App,小家电,生活电器,老客户,平台大促,18,24,27,3850.20,371.96
2024-09,北辰市,自营App,小家电,生活电器,老客户,会员优惠,34,45,51,7767.30,769.91
2024-09,北辰市,自营小程序,厨房用品,烹饪器具,新客户,无促销,149,164,236,15854.48,1011.90
2024-09,北辰市,自营小程序,厨房用品,烹饪器具,新客户,优惠券,44,48,69,4355.28,279.23
2024-09,北辰市,自营小程序,厨房用品,烹饪器具,新客户,平台大促,25,28,39,2190.24,140.96
2024-09,北辰市,自营小程序,厨房用品,烹饪器具,新客户,会员优惠,27,30,43,2630.31,159.45
2024-09,北辰市,自营小程序,厨房用品,餐厨工具,新客户,无促销,132,144,207,6725.43,422.64
2024-09,北辰市,自营小程序,厨房用品,餐厨工具,新客户,优惠券,39,43,61,1816.58,110.13
2024-09,北辰市,自营小程序,厨房用品,餐厨工具,新客户,平台大促,22,25,35,951.65,57.56
2024-09,北辰市,自营小程序,厨房用品,餐厨工具,新客户,会员优惠,24,26,37,1085.58,69.37
2024-09,北辰市,自营小程序,厨房用品,烹饪器具,老客户,无促销,132,175,245,16459.10,1050.49
2024-09,北辰市,自营小程序,厨房用品,烹饪器具,老客户,优惠券,39,51,72,4544.64,291.37
2024-09,北辰市,自营小程序,厨房用品,烹饪器具,老客户,平台大促,22,28,40,2246.40,144.58
2024-09,北辰市,自营小程序,厨房用品,烹饪器具,老客户,会员优惠,39,51,72,4404.24,266.99
2024-09,北辰市,自营小程序,厨房用品,餐厨工具,老客户,无促销,118,156,224,7277.76,457.35
2024-09,北辰市,自营小程序,厨房用品,餐厨工具,老客户,优惠券,35,45,65,1935.70,117.35
2024-09,北辰市,自营小程序,厨房用品,餐厨工具,老客户,平台大促,19,25,36,978.84,59.20
2024-09,北辰市,自营小程序,厨房用品,餐厨工具,老客户,会员优惠,35,45,64,1877.76,119.98
2024-09,北辰市,自营小程序,收纳用品,衣物收纳,新客户,无促销,119,133,203,8323.00,610.15
2024-09,北辰市,自营小程序,收纳用品,衣物收纳,新客户,优惠券,35,39,61,2309.46,171.95
2024-09,北辰市,自营小程序,收纳用品,衣物收纳,新客户,平台大促,20,22,34,1174.02,84.14
2024-09,北辰市,自营小程序,收纳用品,衣物收纳,新客户,会员优惠,21,23,36,1364.40,98.10
2024-09,北辰市,自营小程序,收纳用品,空间整理,新客户,无促销,105,116,178,9749.06,703.26
2024-09,北辰市,自营小程序,收纳用品,空间整理,新客户,优惠券,31,34,53,2726.85,196.24
2024-09,北辰市,自营小程序,收纳用品,空间整理,新客户,平台大促,17,18,28,1283.24,94.63
2024-09,北辰市,自营小程序,收纳用品,空间整理,新客户,会员优惠,19,21,33,1651.32,116.86
2024-09,北辰市,自营小程序,收纳用品,衣物收纳,老客户,无促销,104,135,209,8569.00,628.19
2024-09,北辰市,自营小程序,收纳用品,衣物收纳,老客户,优惠券,31,41,64,2423.04,180.41
2024-09,北辰市,自营小程序,收纳用品,衣物收纳,老客户,平台大促,17,22,34,1174.02,84.14
2024-09,北辰市,自营小程序,收纳用品,衣物收纳,老客户,会员优惠,31,41,64,2425.60,174.39
2024-09,北辰市,自营小程序,收纳用品,空间整理,老客户,无促销,92,121,191,10461.07,754.63
2024-09,北辰市,自营小程序,收纳用品,空间整理,老客户,优惠券,27,36,56,2881.20,207.35
2024-09,北辰市,自营小程序,收纳用品,空间整理,老客户,平台大促,15,20,31,1420.73,104.77
2024-09,北辰市,自营小程序,收纳用品,空间整理,老客户,会员优惠,28,36,55,2752.20,194.77
2024-09,北辰市,自营小程序,清洁用品,清洁工具,新客户,无促销,142,157,264,9918.48,497.04
2024-09,北辰市,自营小程序,清洁用品,清洁工具,新客户,优惠券,42,46,77,2645.72,133.19
2024-09,北辰市,自营小程序,清洁用品,清洁工具,新客户,平台大促,23,25,41,1281.66,65.85
2024-09,北辰市,自营小程序,清洁用品,清洁工具,新客户,会员优惠,26,28,47,1600.82,81.31
2024-09,北辰市,自营小程序,清洁用品,家居耗材,新客户,无促销,126,140,232,5686.32,300.07
2024-09,北辰市,自营小程序,清洁用品,家居耗材,新客户,优惠券,37,40,68,1535.44,80.33
2024-09,北辰市,自营小程序,清洁用品,家居耗材,新客户,平台大促,21,23,39,806.13,41.15
2024-09,北辰市,自营小程序,清洁用品,家居耗材,新客户,会员优惠,23,25,41,916.35,48.77
2024-09,北辰市,自营小程序,清洁用品,清洁工具,老客户,无促销,123,164,277,10406.89,521.51
2024-09,北辰市,自营小程序,清洁用品,清洁工具,老客户,优惠券,36,47,78,2680.08,134.92
2024-09,北辰市,自营小程序,清洁用品,清洁工具,老客户,平台大促,20,26,44,1375.44,70.67
2024-09,北辰市,自营小程序,清洁用品,清洁工具,老客户,会员优惠,37,48,81,2758.86,140.12
2024-09,北辰市,自营小程序,清洁用品,家居耗材,老客户,无促销,110,142,235,5759.85,303.95
2024-09,北辰市,自营小程序,清洁用品,家居耗材,老客户,优惠券,32,42,69,1558.02,81.51
2024-09,北辰市,自营小程序,清洁用品,家居耗材,老客户,平台大促,18,23,39,806.13,41.15
2024-09,北辰市,自营小程序,清洁用品,家居耗材,老客户,会员优惠,33,43,72,1609.20,85.64
2024-09,北辰市,自营小程序,小家电,厨房小电,新客户,无促销,97,108,122,26259.28,2550.29
2024-09,北辰市,自营小程序,小家电,厨房小电,新客户,优惠券,29,32,36,7178.04,725.15
2024-09,北辰市,自营小程序,小家电,厨房小电,新客户,平台大促,16,17,19,3424.94,340.09
2024-09,北辰市,自营小程序,小家电,厨房小电,新客户,会员优惠,17,19,21,4056.99,385.54
2024-09,北辰市,自营小程序,小家电,生活电器,新客户,无促销,86,94,105,17275.65,1740.59
2024-09,北辰市,自营小程序,小家电,生活电器,新客户,优惠券,25,27,30,4633.80,468.72
2024-09,北辰市,自营小程序,小家电,生活电器,新客户,平台大促,14,15,17,2377.62,241.01
2024-09,北辰市,自营小程序,小家电,生活电器,新客户,会员优惠,16,17,19,2876.60,284.11
2024-09,北辰市,自营小程序,小家电,厨房小电,老客户,无促销,89,115,130,27981.20,2717.53
2024-09,北辰市,自营小程序,小家电,厨房小电,老客户,优惠券,26,34,38,7576.82,765.43
2024-09,北辰市,自营小程序,小家电,厨房小电,老客户,平台大促,15,20,22,3965.72,393.79
2024-09,北辰市,自营小程序,小家电,厨房小电,老客户,会员优惠,26,34,39,7534.41,716.01
2024-09,北辰市,自营小程序,小家电,生活电器,老客户,无促销,79,102,114,18756.42,1889.79
2024-09,北辰市,自营小程序,小家电,生活电器,老客户,优惠券,23,30,33,5097.18,515.59
2024-09,北辰市,自营小程序,小家电,生活电器,老客户,平台大促,13,17,19,2657.34,269.37
2024-09,北辰市,自营小程序,小家电,生活电器,老客户,会员优惠,23,30,34,5147.60,508.41
2024-09,北辰市,第三方平台,厨房用品,烹饪器具,新客户,无促销,115,126,178,12509.84,773.56
2024-09,北辰市,第三方平台,厨房用品,烹饪器具,新客户,优惠券,34,37,53,3493.23,212.86
2024-09,北辰市,第三方平台,厨房用品,烹饪器具,新客户,平台大促,19,21,30,1800.90,113.64
2024-09,北辰市,第三方平台,厨房用品,烹饪器具,新客户,会员优惠,21,23,32,2069.12,126.63
2024-09,北辰市,第三方平台,厨房用品,餐厨工具,新客户,无促销,102,113,160,5380.80,342.28
2024-09,北辰市,第三方平台,厨房用品,餐厨工具,新客户,优惠券,30,33,48,1514.40,92.37
2024-09,北辰市,第三方平台,厨房用品,餐厨工具,新客户,平台大促,16,17,24,688.32,41.61
2024-09,北辰市,第三方平台,厨房用品,餐厨工具,新客户,会员优惠,18,20,28,860.72,54.81
2024-09,北辰市,第三方平台,厨房用品,烹饪器具,老客户,无促销,94,121,169,11877.32,734.45
2024-09,北辰市,第三方平台,厨房用品,烹饪器具,老客户,优惠券,28,37,53,3493.23,212.86
2024-09,北辰市,第三方平台,厨房用品,烹饪器具,老客户,平台大促,15,20,28,1680.84,106.07
2024-09,北辰市,第三方平台,厨房用品,烹饪器具,老客户,会员优惠,28,37,53,3426.98,209.72
2024-09,北辰市,第三方平台,厨房用品,餐厨工具,老客户,无促销,83,107,152,5111.76,325.17
2024-09,北辰市,第三方平台,厨房用品,餐厨工具,老客户,优惠券,24,31,43,1356.65,82.75
2024-09,北辰市,第三方平台,厨房用品,餐厨工具,老客户,平台大促,14,18,26,745.68,45.07
2024-09,北辰市,第三方平台,厨房用品,餐厨工具,老客户,会员优惠,25,33,46,1414.04,90.04
2024-09,北辰市,第三方平台,收纳用品,衣物收纳,新客户,无促销,87,95,145,6284.30,448.94
2024-09,北辰市,第三方平台,收纳用品,衣物收纳,新客户,优惠券,26,28,44,1774.52,130.99
2024-09,北辰市,第三方平台,收纳用品,衣物收纳,新客户,平台大促,14,15,23,842.03,61.09
2024-09,北辰市,第三方平台,收纳用品,衣物收纳,新客户,会员优惠,16,17,26,1030.64,77.06
2024-09,北辰市,第三方平台,收纳用品,空间整理,新客户,无促销,77,84,132,7588.68,544.37
2024-09,北辰市,第三方平台,收纳用品,空间整理,新客户,优惠券,23,25,39,2102.88,153.50
2024-09,北辰市,第三方平台,收纳用品,空间整理,新客户,平台大促,12,13,20,961.80,72.41
2024-09,北辰市,第三方平台,收纳用品,空间整理,新客户,会员优惠,14,15,23,1203.59,88.50
2024-09,北辰市,第三方平台,收纳用品,衣物收纳,老客户,无促销,73,94,143,6197.62,442.75
2024-09,北辰市,第三方平台,收纳用品,衣物收纳,老客户,优惠券,22,29,45,1814.85,133.97
2024-09,北辰市,第三方平台,收纳用品,衣物收纳,老客户,平台大促,12,16,25,915.25,66.40
2024-09,北辰市,第三方平台,收纳用品,衣物收纳,老客户,会员优惠,22,29,44,1744.16,130.40
2024-09,北辰市,第三方平台,收纳用品,空间整理,老客户,无促销,65,84,129,7416.21,532.00
2024-09,北辰市,第三方平台,收纳用品,空间整理,老客户,优惠券,19,25,39,2102.88,153.50
2024-09,北辰市,第三方平台,收纳用品,空间整理,老客户,平台大促,11,15,23,1106.07,83.27
2024-09,北辰市,第三方平台,收纳用品,空间整理,老客户,会员优惠,19,25,39,2040.87,150.07
2024-09,北辰市,第三方平台,清洁用品,清洁工具,新客户,无促销,108,118,200,7894.00,421.46
2024-09,北辰市,第三方平台,清洁用品,清洁工具,新客户,优惠券,32,35,58,2096.70,111.38
2024-09,北辰市,第三方平台,清洁用品,清洁工具,新客户,平台大促,18,19,32,1046.08,53.25
2024-09,北辰市,第三方平台,清洁用品,清洁工具,新客户,会员优惠,19,21,35,1260.35,64.75
2024-09,北辰市,第三方平台,清洁用品,家居耗材,新客户,无促销,95,104,173,4413.23,225.67
2024-09,北辰市,第三方平台,清洁用品,家居耗材,新客户,优惠券,28,31,52,1239.16,65.16
2024-09,北辰市,第三方平台,清洁用品,家居耗材,新客户,平台大促,16,18,31,677.04,33.79
2024-09,北辰市,第三方平台,清洁用品,家居耗材,新客户,会员优惠,17,19,32,741.44,39.02
2024-09,北辰市,第三方平台,清洁用品,清洁工具,老客户,无促销,90,117,193,7617.71,406.71
2024-09,北辰市,第三方平台,清洁用品,清洁工具,老客户,优惠券,26,34,57,2060.55,109.46
2024-09,北辰市,第三方平台,清洁用品,清洁工具,老客户,平台大促,15,20,34,1111.46,56.58
2024-09,北辰市,第三方平台,清洁用品,清洁工具,老客户,会员优惠,27,36,60,2160.60,110.99
2024-09,北辰市,第三方平台,清洁用品,家居耗材,老客户,无促销,80,103,172,4387.72,224.36
2024-09,北辰市,第三方平台,清洁用品,家居耗材,老客户,优惠券,23,31,51,1215.33,63.90
2024-09,北辰市,第三方平台,清洁用品,家居耗材,老客户,平台大促,13,17,28,611.52,30.52
2024-09,北辰市,第三方平台,清洁用品,家居耗材,老客户,会员优惠,24,31,52,1204.84,63.41
2024-09,北辰市,第三方平台,小家电,厨房小电,新客户,无促销,77,84,94,21236.48,2042.49
2024-09,北辰市,第三方平台,小家电,厨房小电,新客户,优惠券,23,25,28,5885.60,558.89
2024-09,北辰市,第三方平台,小家电,厨房小电,新客户,平台大促,13,14,16,3065.12,292.59
2024-09,北辰市,第三方平台,小家电,厨房小电,新客户,会员优惠,14,15,17,3508.80,345.00
2024-09,北辰市,第三方平台,小家电,生活电器,新客户,无促销,68,75,85,14789.15,1425.76
2024-09,北辰市,第三方平台,小家电,生活电器,新客户,优惠券,20,22,25,4067.50,408.52
2024-09,北辰市,第三方平台,小家电,生活电器,新客户,平台大促,11,12,13,1892.15,189.26
2024-09,北辰市,第三方平台,小家电,生活电器,新客户,会员优惠,12,13,15,2347.80,233.75
2024-09,北辰市,第三方平台,小家电,厨房小电,老客户,无促销,63,82,92,20784.64,1999.03
2024-09,北辰市,第三方平台,小家电,厨房小电,老客户,优惠券,19,25,28,5885.60,558.89
2024-09,北辰市,第三方平台,小家电,厨房小电,老客户,平台大促,10,13,15,2873.55,274.30
2024-09,北辰市,第三方平台,小家电,厨房小电,老客户,会员优惠,19,25,28,5779.20,568.23
2024-09,北辰市,第三方平台,小家电,生活电器,老客户,无促销,56,73,83,14441.17,1392.21
2024-09,北辰市,第三方平台,小家电,生活电器,老客户,优惠券,17,23,26,4230.20,424.86
2024-09,北辰市,第三方平台,小家电,生活电器,老客户,平台大促,9,12,14,2037.70,203.82
2024-09,北辰市,第三方平台,小家电,生活电器,老客户,会员优惠,17,22,25,3913.00,389.59
2024-09,云岭市,自营App,厨房用品,烹饪器具,新客户,无促销,176,193,274,18990.94,1170.47
2024-09,云岭市,自营App,厨房用品,烹饪器具,新客户,优惠券,52,58,83,5321.96,330.50
2024-09,云岭市,自营App,厨房用品,烹饪器具,新客户,平台大促,29,32,46,2682.26,162.94
2024-09,云岭市,自营App,厨房用品,烹饪器具,新客户,会员优惠,32,36,50,3166.00,197.40
2024-09,云岭市,自营App,厨房用品,餐厨工具,新客户,无促销,156,171,243,8101.62,520.22
2024-09,云岭市,自营App,厨房用品,餐厨工具,新客户,优惠券,46,51,74,2293.26,142.93
2024-09,云岭市,自营App,厨房用品,餐厨工具,新客户,平台大促,25,27,38,1056.02,67.53
2024-09,云岭市,自营App,厨房用品,餐厨工具,新客户,会员优惠,28,31,43,1287.85,78.25
2024-09,云岭市,自营App,厨房用品,烹饪器具,老客户,无促销,166,217,311,21555.41,1328.53
2024-09,云岭市,自营App,厨房用品,烹饪器具,老客户,优惠券,49,65,92,5899.04,366.34
2024-09,云岭市,自营App,厨房用品,烹饪器具,老客户,平台大促,27,35,49,2857.19,173.56
2024-09,云岭市,自营App,厨房用品,烹饪器具,老客户,会员优惠,50,66,93,5888.76,367.17
2024-09,云岭市,自营App,厨房用品,餐厨工具,老客户,无促销,148,191,267,8901.78,571.60
2024-09,云岭市,自营App,厨房用品,餐厨工具,老客户,优惠券,44,57,81,2510.19,156.45
2024-09,云岭市,自营App,厨房用品,餐厨工具,老客户,平台大促,24,31,43,1194.97,76.41
2024-09,云岭市,自营App,厨房用品,餐厨工具,老客户,会员优惠,44,57,80,2396.00,145.59
2024-09,云岭市,自营App,收纳用品,衣物收纳,新客户,无促销,140,157,240,10152.00,742.39
2024-09,云岭市,自营App,收纳用品,衣物收纳,新客户,优惠券,41,45,69,2702.73,196.40
2024-09,云岭市,自营App,收纳用品,衣物收纳,新客户,平台大促,23,26,40,1424.00,106.63
2024-09,云岭市,自营App,收纳用品,衣物收纳,新客户,会员优惠,25,28,43,1639.16,122.79
2024-09,云岭市,自营App,收纳用品,空间整理,新客户,无促销,125,135,207,11660.31,854.95
2024-09,云岭市,自营App,收纳用品,空间整理,新客户,优惠券,37,41,63,3298.05,243.15
2024-09,云岭市,自营App,收纳用品,空间整理,新客户,平台大促,20,22,34,1596.98,114.61
2024-09,云岭市,自营App,收纳用品,空间整理,新客户,会员优惠,23,25,39,1968.33,147.05
2024-09,云岭市,自营App,收纳用品,衣物收纳,老客户,无促销,127,168,263,11124.90,813.54
2024-09,云岭市,自营App,收纳用品,衣物收纳,老客户,优惠券,38,49,75,2937.75,213.48
2024-09,云岭市,自营App,收纳用品,衣物收纳,老客户,平台大促,21,27,42,1495.20,111.96
2024-09,云岭市,自营App,收纳用品,衣物收纳,老客户,会员优惠,38,50,77,2935.24,219.87
2024-09,云岭市,自营App,收纳用品,空间整理,老客户,无促销,113,146,229,12899.57,945.81
2024-09,云岭市,自营App,收纳用品,空间整理,老客户,优惠券,33,43,66,3455.10,254.73
2024-09,云岭市,自营App,收纳用品,空间整理,老客户,平台大促,18,24,37,1737.89,124.73
2024-09,云岭市,自营App,收纳用品,空间整理,老客户,会员优惠,34,44,67,3381.49,252.62
2024-09,云岭市,自营App,清洁用品,清洁工具,新客户,无促销,167,185,310,11848.20,603.16
2024-09,云岭市,自营App,清洁用品,清洁工具,新客户,优惠券,49,54,90,3162.60,162.38
2024-09,云岭市,自营App,清洁用品,清洁工具,新客户,平台大促,28,30,51,1609.56,81.50
